stage,axial,endoderm,eye,glial,immune,lateral_line,mesenchyme,neural,periderm
  3-4,10.12,0,0,0,0,0,0,0,11.98
  7-9,0,3.93,0,0,0,0,0,0,0
 24-34,0,0,0.8,0,0,0,0,2.17,0
 36-46,0,0,0,0,0,0,0,7.71,0
 60-70,0,0,2.12,0,0,0,0,9.02,0
 72-82,0,0,15.5,0,0,0,0,12.7,0
 84-94,0,0,5.45,0,0,0,0,11.85,0
 96-106,0,0,21.02,1.04,0,0,0.57,21.09,0
108-118,0,0,19.2,0,0,0.56,0,6.78,0
120,0,0,45.8,0,6.39,0,0,14.88,0
