stage,blastomeres,eye,mesenchyme,neural,paraxial.mesoderm,periderm,spinal.cord
  5-6,48.88,0,0,0,0,0,0
  7-9,0,11.54,0,3.5,5.12,0,0
 10-12,0,4.67,0,3.68,0,0,0
 14-21,0,0,0,1.79,0,0,1.06
 24-34,0,0,0,0,0,0.99,0
 48-58,0,0,1.29,0,0,0,0
 96-106,0,5.69,0,0,0,0,0
108-118,0,0,0,1.37,0,0,0
