stage,axial,blastomeres,endoderm,erythrocytes,eye,glial,hatching.gland,mesenchyme,neural,notochord,paraxial.mesoderm
  3-4,9.45,102.85,0,0,0,0,0,0,0,0,0
  5-6,0,118.87,0,0,0,0,0,0,0,0,0
  7-9,12.58,0,0,0,9.96,0,9.29,0,66.28,22.45,39.79
 10-12,0,3.69,13.3,0,0,0,0,0,105.97,0,18.92
 48-58,0,0,0,0,0,0,0,0.79,0.95,0,0
 60-70,0,0,0,0,0.82,0,0,0,0,0,0
 84-94,0,0,0,1.04,0,0.71,0,0,0,0,0
108-118,0,0,0,1.88,0,0,0,0,0,0,0
120,0,0,0,3.62,0,0,0,0,0,0,0
