stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,15.87,490.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4579.18,0,0,0,0,0,0,0,0,0,0
  5-6,0,191.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.33,0,0,0,0,0,4098.26,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.62,3.96,0,0,11.26,0,103.56,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,13.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.29,6.07,0,0,5.35,0,63.35,0,0,0,0,0,0,0,0,0,0
 14-21,3.7,0,1.23,0.96,353.17,3.06,0,3.67,0,0,0,1.34,1.09,2.92,0,0,245.35,0,0,0,0,2.65,46.92,0,9,60.5,0.89,0,8.51,0,0,2995.95,2.88,9.33,6.93,9.58,13.95,0,0,0,0,0
 24-34,0,0,0,0,85.72,6.45,0,16.9,0,2.7,0,0,2.14,2.28,0,2.16,361.8,0,13.16,0,0,14.07,55.17,0,8.49,175.24,0,41.64,2.31,0,0,1330.54,0,1.27,0,2.19,7.75,0,0,20.97,0,5.22
 36-46,0,0,0,0,104.44,3.75,0,9.27,0,10.39,0,2.02,0.59,0,1.28,0.57,223.21,0,19.03,0,4.72,13.13,47.9,0,3.91,133.04,0,45.8,1.34,0,0,1480.67,0,3.76,0,0,5.66,0,0,4.22,0,9.13
 48-58,0,0,0,0,99.6,3.06,0,20.22,0,10.67,0,7.32,0,7.42,0,5.09,91.91,0.43,33.22,0,0.59,11.44,20.79,0.58,0.88,79.86,0,18.49,1.78,0,0,856.48,0,0,0,0,13.46,0,0,0,0,13.24
 60-70,0,0,0,0,305.33,0,0,102,0,22.72,0.93,20.51,6.09,0.77,1.99,18.35,94.89,3.7,41.61,0,6.05,18.07,29.45,1.7,1.67,144.81,0,34.23,0,0,1.65,1123.9,0,6.48,0,0,9.81,21.91,0,0.72,0,4.44
 72-82,0,0,0,0,381.07,0.6,1.16,45.03,0,23.53,2.48,19.64,28.05,0,0,15.28,172.66,1.65,85.09,3.14,0.5,38.04,35.8,0,0,154.87,0,78.09,0.53,0,0,474.43,0,1,3.93,0,4.03,126.64,1.26,4.08,1.33,5.54
 84-94,0,0,0,0,958.84,10.33,0,60.74,0,77.11,0.75,23.41,111.01,3.82,0,25.4,294.61,0,189.32,7.33,0,52.15,51.96,0,1.69,58.04,0.63,239.67,3.76,0,0,2215.43,0,9.77,0,0,5.91,631.77,1.76,8.6,7.78,2.32
 96-106,0,0,4.24,1.28,1509.54,46.9,5.77,189.74,2.14,88.77,10.41,25.75,305.86,0,1.02,40.15,454.47,7.78,312.74,15.51,0.69,105.19,154.05,0.75,0.87,211.87,0.69,431.32,5.87,0,0,2189.74,0,9.84,0,0,4.36,973.85,7.36,4.57,1.45,13.73
108-118,4.03,0,1.21,3.32,2053.2,7.02,2.16,114.37,1.47,266.19,5.34,53.19,575.15,0,4.19,51.51,632.45,8.66,369.61,4.55,2.2,111.28,202.07,0.97,4.74,271.42,1.85,477.15,11.21,0,4.19,3512.77,0,22.98,0.91,0,8.67,1464.06,5.48,8.54,2.24,1.76
120,0,0,0,1.28,947.04,12.24,0,80.08,2.14,111.27,0,37.05,124.63,0,3.15,45.72,212.06,0,116.04,3.79,0,37.57,86.24,0,2.24,173.59,0,207.71,2.3,0,0,1500.32,0,6.89,0,0,0,378.39,10.67,7.03,0,0
