stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,77.07,913.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.68,0,0,0,0,0,0,0,0,0,0,0
  5-6,171.72,1964.51,0,8.02,0,0,0,0,0,0,0,0,20.64,0,0,0,0,0,0,0,0,0,0,0,72.76,8.7,0,0,17.75,0,8.13,0,0,0,0,0,0,0,0,0,0,0
  7-9,33.68,59.36,0,64.99,0,0,94.23,0,0,0,0,0,40.23,0,0,0,0,0,0,0,0,0,0,0,1139.42,45.35,0,0,371.51,0,0,9.72,0,0,0,0,0,0,0,0,0,0
 10-12,0,28.11,0,70.35,0,24.01,78.18,0,0,0,0,0,13.94,0,0,0,0,0,0,0,0,0,0,0,746.96,9.28,0,0,269.03,0,0,0,0,41.22,0,0,0,0,0,0,0,0
 14-21,0,0,0,3.13,14.04,4.71,6.01,0,0,0,2.16,0,1.79,0,0,0,0,0,0,0,4.91,0,0,8.16,84.99,1.9,0,0,0.88,0,14.9,0,12.67,0,1.34,12.19,27.05,0,0,2.96,0,0
 24-34,0.88,0,0,0,3.82,0,22.91,0,0,0,2.28,0,0,1.01,0,0,0,0,0,0.62,24.09,0,0,5.57,212.69,0,4.54,3.53,0,0,3.52,0,0,2.4,0,1.32,53.84,0,0,4.52,0,0
 36-46,0,0,0,0,19.72,0,34.73,2.61,0,0,11.24,0,0,0,0,0.57,0,0.57,0,0,27.35,0,0,4.49,333.9,0.73,9.56,0,0,0,4.53,0,0,0,0,0,80.76,0,0.85,3.97,0,0
 48-58,0,0,0,0,0.4,0.69,71.39,0,1.08,1.92,10.37,0,0,0.66,0.53,0.39,0,0.46,0,0.59,16.34,0,2.51,5.04,241.98,0,0.41,4.31,0,0,17.58,0,0,0,0,0,57.08,0,0.37,2.12,0,4.72
 60-70,0,0,0,0,14.29,1.72,114.95,0,0,0,14.15,0,0,0,0,0,0,0.66,0,2.57,22.54,0,0.71,1.46,397.48,0.62,3.15,0.85,0,0,10.08,0,0,9.83,0.73,0,62.15,0,0.65,0,0,4.7
 72-82,0,0,0,0,3.76,7.43,110.26,0,0,0,17.69,0,0,0,0.49,0,0,0,3.49,0,27.31,0.75,0,0,186.26,0,6.26,0,0,0,3.4,0,0,0,0,0,44.21,0.69,0.57,2.83,2.97,2.27
 84-94,0,0,0,0,7.89,2.86,76.12,0,7.9,1.86,14.96,1.94,2.77,0,0,1.17,0.79,0,0,2.66,21.6,4.78,0,0.71,199.5,0,6.39,0.69,0,0.6,19.27,0,0,0,0,0,35.63,4.67,0,1.58,0,0
 96-106,0,0,0.61,0,9.32,10.18,57.86,0,0.6,0.63,26.99,0.86,0,1.33,1.66,0,0,0.62,0,0.77,27.31,0,1.89,2.59,145.68,0.61,8.3,6.07,0,0,16.31,0,0,0,0,0,12.14,0,0.78,7.59,1.13,1.36
108-118,0,0,1.38,0,15.1,6.14,93.51,1,0,1.47,7.95,2.66,0,0,3.29,2.67,2.95,0.48,0,0,17.3,1,2.05,7.35,213.75,0,4.14,3.63,0,0,5.59,0,0,2.25,0,0,4.37,1.89,0,4.62,6.75,1.38
120,0,0,0,0,19.75,15.35,62.82,0,1.42,0,37.14,10.96,0,0,8.74,10.5,0,0,0,0,25.89,0,0,5.76,246.93,1.25,6.31,10.73,0,0,9.96,0,0,0,0,0,0,1.19,0,0,3.81,0
