stage,epidermis,eye,glial,immune,lateral_line,mesenchyme,neural
 24-34,1.97,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,1.26
 60-70,0,0,0,0,0,0.68,0.62
 72-82,0,0,0.63,0,0,0,1.06
 84-94,0,1.71,0,0.69,0,0,0
108-118,0,0,0,0.47,0,0,0
120,0,0,0,1.38,4.59,0,0
