stage,erythrocytes,eye,glial,mesenchyme,muscle,neural,paraxial_mesoderm,periderm,presomitic_mesoderm,somites
  7-9,0,0,0,0,0,10.19,3.41,0,0,0
 14-21,0,0,0,0,0.82,7.73,0,0,2.41,1.77
 24-34,0.76,0,0,0,0,0,0,6.69,0,0
 36-46,0,0,0,0.92,0.74,0.99,0,0,0,0
 48-58,0,0,0,0,0,0,0,0.71,0,0
 60-70,0,0,0.57,0,0,0,0,0,0,0
 72-82,0,0,1.35,0,0,0,0,0,0,0
120,0,4.07,0,0,0,9.79,0,0,0,0
