stage,blastomeres,epidermis,eye,glial,immune,mesenchyme,muscle,neural,paraxial.mesoderm,vasculature
  5-6,7.72,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,7.24,3.47,0
 10-12,0,0,0,0,0,0,0,0,3.57,0
 36-46,0,0,0,0,0,0,0,2.04,0,0
 48-58,0,0,0,0,0,0,0,1.95,0,0
 60-70,0,0,0,1.15,5.63,0,0,0.99,0,4.53
 72-82,0,0,0,0,0.91,1.68,0,0,0,0
 84-94,0,0,0,0,0.71,0,0,0,0,0.83
 96-106,0,1.22,0,0,2.17,0,0,0,0,0
108-118,0,0,0,0,1.04,0.7,0.67,0.44,0,0
120,0,0,17.51,0,13.61,0,0,0,0,0
