stage,blastomeres,eye,mesenchyme,neural,taste
  3-4,15.78,0,0,0,0
  5-6,15.5,0,0,0,0
 24-34,0,0,0,2.34,0
 48-58,0,0,0,0.5,0
 60-70,0,0,0,2.1,0
 72-82,0,0,0,5.94,1.01
 84-94,0,0,0,1.77,0
 96-106,0,1.52,0,0,0
120,0,0,2.71,19.11,0
