stage,epidermis,eye,gut,hatching.gland,mesenchyme,neural,otic,periderm,spinal.cord
  7-9,0,0,0,3.88,0,6.55,0,0,0
 14-21,0,0,0,0,0,1.93,0,0,0
 24-34,2.08,0,0,0,1.44,0.8,0,0,1.8
 36-46,0,0.71,0,0,0,0,0,1.81,0
 48-58,0,0,0,0,0.45,0.55,0,0.54,0
 60-70,0.66,0,0,0,3.08,3.96,0,0,0
 72-82,0,0,0,0,0.59,1.36,0.51,0,0
 84-94,0,0,0,0,3.31,3.43,0,0.81,0
 96-106,0,0,0,0,0.97,0,0,0.63,0
108-118,0,0.75,0.8,0,0,0,0,0,0
120,1.09,0,0,0,0,0,0,0,0
