stage,blastomeres,epidermis,eye,glial,mesenchyme,neural,notochord,spinal_cord
  5-6,7.51,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,12.11,7.76,0
 24-34,0,0,3.3,0,0,12.39,0,0.76
 36-46,0,0,8.26,0,0,1.47,0,0
 48-58,0,0,0,0,1.96,1.81,0,0
 60-70,0,0,0,4.66,0,2.28,0,1.98
 72-82,0,0,0,11.78,1.25,0,0,0
 84-94,0,0,1.61,15.73,0,0,0,0
 96-106,0,0.6,0.98,15.42,0,2.32,0,0
108-118,0,0,0.61,16.7,1.69,1.27,0,0
120,0,0,51.21,23.89,0,0,0,0
