stage,blastomeres,eye,fast_muscle,glial,neural,periderm,spinal_cord,vascular_smooth_muscle
  5-6,28.94,0,0,0,0,0,0,0
 14-21,0,0,0,0,0,0,1.45,0
 36-46,0,0,0,0,1.01,0,0,0
 48-58,0,0,0.62,0,1.53,4.41,0.46,0
 72-82,0,0,0,1.23,2.69,0,0,0
 84-94,0,0,0,0,1.69,0,0,0
 96-106,0,0.75,2.38,1.38,0,0,0,0
108-118,0,0,0,0,0,0,0.71,1.53
120,0,0,0,0,6.42,0,0,0
