stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,62.95,3557.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.96,0,0,0,0,0,0,0,0,0,0,0
  5-6,9.29,934.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,3.9,0,0,0,0,0,0,13.79,0,0,0,0,0,3.44,0,0,0,0,0,0,0,0,0,0,106,0,0,0,17.53,0,0,13.07,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,17.6,0,6.65,0,7.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124.47,42.29,0,0,79.82,0,0,5.62,3.57,24.87,0,17.28,0,0,0,0,0,0
 14-21,0,0,4.33,0,7.06,299.86,0,15.75,0,0,0,5.65,0,0,14.71,0.9,0,0.96,0,0,63.6,0,0,41.2,68.63,4.89,1.37,4.32,2.44,0,31.45,0,15.88,0,143.75,761.35,30.82,0,0,65.31,0,0
 24-34,0,0.83,2.26,0.77,6.34,104.76,0,122.33,32.45,0,0,1.17,0,0,11.04,1.9,0,3.58,0,0,85.26,0,0,103.81,201.9,7.02,0,9.07,1,0,172.75,0,0,2.28,93.77,271.7,37.01,0,0,196.31,0,1.68
 36-46,0,0,0.73,0,1.99,13.89,0,427.65,44.79,8.93,4.74,14,0,0,7.15,5.35,0,7.15,0,2.96,153.5,1.96,1.63,34.65,208.11,7.93,0,6.06,14.18,0,339.34,0,0,0,71.23,10.59,42.8,0,1.04,79.64,0,0
 48-58,0,0,0,0,11.77,20.33,0,501.67,24.8,0.82,4.23,32.97,0.37,0,1.99,4.45,0,0.41,0,0,197.56,0,7.22,45.68,207.87,7.39,0.75,12.6,0,0,151.14,0,0,0,28.5,0,26.38,0,0,61.96,0,13.1
 60-70,0.81,0,0,0,3.26,35.76,0,644.31,20.66,18.85,4.3,114.26,0,0,3.09,20.88,2.14,4.01,0.79,9.67,376.26,0,21,35.18,183.26,9.92,0,12.65,0,0,230.05,0,0,1.84,9.44,0,22.62,0,1.63,51.3,5.97,46.54
 72-82,0,0,0.95,0,7.88,180.33,0,386.67,47.41,4.92,13.19,136.25,6.44,0,3.21,18.11,0.52,3.74,3.11,2.19,522.83,0,19.11,57.09,161.71,0,0,24.14,0,0,169.48,0.56,0,0,15.29,0,24.55,0,8.99,69.73,8.34,34.11
 84-94,0,0,0.66,0,12.94,190.35,0,367.08,23.16,17.51,13.75,128.05,0,0,9.9,36.7,0.82,6.38,0.66,0,409.78,0,36.19,24.73,110.79,0,0,22.94,0,0,438.79,0,0,1.1,7,0,13.47,4.3,5.42,58.24,8.29,16.85
 96-106,0,0,1.19,0,3.11,174.16,0.89,308.04,33.23,16.61,9.78,118.47,1.35,0,13.14,36.55,0.68,3.05,10.84,1.99,492.63,0,22.34,22.47,162.8,0.73,0,32.53,0,0,347.03,0,0,0.71,6.78,0,29.86,7.77,5.67,59.3,8.34,17.36
108-118,0,0,0,0,11.35,127.3,0.96,278.24,30.69,32.3,11.72,146.11,3.83,0,4.86,38.34,4.51,7.66,3.64,0,636.93,0.89,65.89,55.61,153.19,8.25,0,33.23,0,1.86,319.45,0,0,1.46,6.59,0,16.71,5.21,5.33,57.09,14.32,31.33
120,0,0,0,0,27.93,139.37,0,282.88,24.13,36.41,13.33,271.58,0,0,9.75,56.64,0,18.06,2.53,3.21,704.85,1.46,79.47,56.51,154.29,0,0,35.51,0,0,252.9,0,0,1.83,2.07,0,79.59,13.03,1.56,21.48,44.07,5.85
