stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,183.34,6204.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272.07,0,0,0,0,0,0,0,0,0,0,0
  5-6,577.34,8573.81,0,21.41,0,0,0,0,0,0,0,0,84.53,0,0,0,0,0,0,0,0,0,0,0,287.69,19.42,0,0,136.39,0,165.56,0,0,0,0,0,0,0,0,0,0,0
  7-9,266.38,318.2,0,358.36,0,0,842.71,0,0,0,0,0,301.2,0,0,0,0,0,0,0,0,0,0,0,6961.18,244.38,0,0,2860.63,0,20.3,75.71,0,13.28,0,0,0,0,0,0,0,0
 10-12,0,188.25,0,322.19,0,64.75,544.47,0,0,0,0,0,72.73,0,0,0,0,0,0,0,0,0,0,0,6362.48,164.99,0,0,2439.95,0,6.39,18.4,17.71,324.8,0,16.56,3.51,0,0,0,0,0
 14-21,0,0,0,13.39,130.83,48.43,85.08,0,0,0,25.58,6.52,3.13,0,0,4.8,0,0,0,0,66.6,0,0,77.94,1583.35,7.94,15.48,17.95,47,0,16.94,1.33,227.27,6.27,0,98.51,446.28,0,0,2.26,0,0
 24-34,0,0,0.84,1.77,40.94,5.45,313.28,0,0.85,0,38.13,5.75,2.27,2.34,4.71,4.79,0,6.92,4.08,0,160.89,0,1.52,48.24,2766.22,16.5,31.9,16.69,0,0,28.27,0.86,0.83,1.83,6.66,10.79,534.29,0,0,42.65,0,2
 36-46,0,0,0,0.6,26.26,4.88,663.1,0,0,0,48.42,1.3,0,1.75,1.4,1.03,11.45,0,2.03,0.89,155.31,0,0.87,29.74,1806.99,2.11,20.22,8.84,0,0,28.4,0,1.05,1.95,0,0,327.19,0,0,13.42,0.78,1.52
 48-58,0,0,0,0,28.35,1.18,974.61,0.99,0,2.53,74.55,5.05,0,4.02,4.54,3.14,1.75,10.28,6.42,6.72,158.55,0,6.05,36.05,950.63,0,2.87,6.28,0,0,10.69,0,0,0,0,0,126.49,0,0,10.43,0,9.97
 60-70,0,0,0,0,30.87,0,594.46,0,1.2,0,59.33,5.04,0,1.31,0.72,0,0.72,1.33,1.35,0,134.25,0,4.27,13.37,436.35,9.95,0,2.9,0,0,0.59,0,0,0,0,0,18.69,0,0,5.4,0,0
 72-82,0,0,0,0,12.37,4.97,159.83,0,0,0,47.02,5.46,0,2.31,4.47,2.02,3.11,0,0,0,95.86,0.58,3.56,9.6,283.18,0,3.69,3.48,0,0,6.18,0,0,1.87,0,0,4.43,0.71,1.42,11.01,0,4.81
 84-94,0,0,0,0,19.85,1.53,151.46,0,0,1.21,53.51,2.89,0,0,8.19,2.72,1.15,0,6.18,0,91.26,0,5.42,15.69,226.61,2.85,6.1,8.67,0,1.01,11.9,0,0,0,0,0,10.93,0.83,2.14,15.71,0,0
 96-106,0,0,0,0,14.79,4.97,161.17,0,1.25,0,34.78,10.34,0,3.48,6.95,0,0,2.9,0.57,0,70.19,0,4.33,8.74,204.68,0,5.94,11.15,0,0,1.59,0,0,0.69,0,0,2.94,0,0,4.28,0,5.35
108-118,0,0,0,0,12.29,8.6,163.3,0,0,2.87,43.07,5.74,0,0,8.44,1.14,0.94,0,1.02,0,61.79,0,1.94,11.95,327.45,0,4.29,5.22,0,0,0.52,0,0,0.45,0,0,0,1.75,1.1,12.81,0,5.12
120,0,0,0,0,13.97,8.51,129.11,0,0,0,33.53,5.27,0,6.72,3.96,1.45,0,0,0,0,37.54,0,2.03,6.66,178.93,2.58,0,2,0,0,1.21,0,0,1.22,0,0,21.28,0,0,16.62,0,0
