stage,axial,blastomeres,erythrocytes,glial,mesenchyme,neural,periderm
  3-4,0,15.97,0,0,0,0,0
  5-6,0,43.61,0,0,0,0,0
  7-9,3.39,0,0,0,0,23.17,0
 10-12,0,0,0,0,0,10.88,0
 14-21,0,0,0,0,0,0,3.33
 24-34,0,0,0,0,0.66,3.95,0
 36-46,0,0,0,0,0,7.67,0
 48-58,0,0,0,0,0,4.67,1.19
 60-70,0,0,0,0,0,1.51,0
 72-82,0,0,0,0.54,0.61,20.11,0
 84-94,0,0,0,0,0,5.19,0
 96-106,0,0,1.76,0,0,0,0
108-118,0,0,0,0,0,2.56,0
