stage,axial,blastomeres,endoderm,epidermis,glial,hatching.gland,neural,notochord,paraxial.mesoderm,periderm,somites,spinal.cord
  3-4,0,23.99,0,0,0,0,0,0,0,24.93,0,0
  5-6,23.31,63.29,0,0,0,0,45.65,0,0,0,0,0
  7-9,20.85,0,0,0,0,17.92,37.72,25.79,101.12,0,0,0
 10-12,0,0,23.73,0,0,10.99,4.51,27.16,69.97,6.67,0,0
 14-21,0,0,0,0,0,0,0,0,0,0,0.82,0
 72-82,0,0,0,0.49,0,0,0,0,0,0,0,0
 84-94,0,0,0,0,1.76,0,2.49,0,0,0,0,1.84
120,0,0,0,0,0,0,6.29,0,0,0,0,0
