stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,21.78,899.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.82,0,0,0,0,0,0,0,0,0,0,0
  5-6,8.83,280.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,0,33.4,0,0,0,0,0,0,0,0,0,5.64,0,0,0,0,0,0,0,0,0,0,0,52.93,8.02,0,0,56.29,0,0,4.57,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,3.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168.17,14.29,0,0,59.1,0,10.65,0,0,10.73,0,0,0,0,0,0,0,0
 14-21,0,0,1,24.69,1.84,0,2.06,0,0,0,0,5.14,0,0,0,0,0,0,0,0,12.91,0,0,1.71,61.69,3.8,0,1.02,0.8,0,5.95,0,6.1,4.36,2.46,16.15,20.47,0,0,0,0,0
 24-34,0,0,1.2,14.44,0,0,17.51,0,3.42,0.64,5.57,0,0.67,1.8,0,2.45,0,0.64,0.61,0,24.77,0,1.21,20.42,143.75,0.75,0,3.98,0,0,3.91,0,0,2.96,0,2.58,38.63,0,0,13.08,0,0
 36-46,0,0,0,14.96,0,0,19.83,1.9,5.23,3.77,3.45,0,0,2.04,0,1.15,0,0,1.62,1.38,35.78,0,0.8,6.68,88.45,1.39,1.69,1.08,0,0,21.67,0,0,0,0,0,28.45,0,0,3.41,0,0.98
 48-58,0,0,0,23.01,0,0,44.84,0.51,2.05,1.38,13.67,3.71,0,1.6,0,0.76,0,0,1.76,0.88,53.22,0,0,7.14,82.93,3.82,8.31,3.82,0,0,0,0,0,0.4,0,0,16.53,0,0,11.13,0,0
 60-70,0,0,0,20.99,0,0,32,0,4.78,1.36,19.47,2.42,0,0,0,1.16,0,1.11,0,1.56,78.86,0,10.07,9.46,67.53,0,0.6,0.59,0,0,10.76,0,0,0,4.09,0,2.37,0,0,11.06,0,2.08
 72-82,0,0,0,22.28,0,0,38.48,0,2.83,3.46,16.66,2.25,0,0.86,0,5.91,0,0,0,0.49,76.26,0,0.97,4.98,46.25,0,0.81,0,0,0,4.93,0,0,0.65,0,0,4.87,0,2.25,12.33,3.15,0
 84-94,0,0,0,11.65,2.08,0,33.75,0.65,8,8.34,6.88,7.36,0,5.35,0,5.83,1.2,0,0,0,72.92,0,20.66,8.4,28.62,0.89,0.71,6.52,0,0,17.56,0,0,1.09,0,0,9.81,0,2.46,19.47,0,0
 96-106,0,0,0,17.83,0,0,49.8,1.64,2.14,4.94,11.1,2.18,0,0.61,0.58,6.74,0.71,0.77,0,4.38,36.1,3.05,0,4,41.98,0,0,0.63,0,0,25.25,0,0,0.69,0.6,0,0.84,1.17,0,18.62,4.24,0
108-118,0,0,1.47,22.22,0,0.85,46.56,0.54,6.91,1.11,12.01,3.27,0,0,0.78,9.46,1.67,0,2.33,2.2,38.12,0.77,3.67,2.8,27.21,1.4,0.48,1.61,0,2.49,9.37,0,0,1.41,0.51,0,0,0,1.23,19.47,0,5.62
120,0,0,0,26.93,0,0,85.7,0,11.49,3.97,4.53,1.33,0,0,0,3.08,0,0,0,0,54.86,0,7.96,4.51,35.26,0,0,0,0,0,5.89,0,0,1.42,0,0,0,0,0,10.14,0,0
