stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,64.84,911.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.62,0,0,0,0,0,0,0,0,0,0
  5-6,41.79,175.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,24.18,0,0,0,0,0,0,0,0,0,0
  7-9,5.58,29.75,0,3.77,0,0,0,19.72,0,0,0,0,0,35.15,0,0,0,0,0,0,0,0,0,0,0,221.84,23.85,0,0,118.01,0,0,14,0,0,0,0,0,0,0,0,0
 10-12,0,18.78,0,32.85,0,0,0,28.46,0,0,0,0,0,7.83,0,0,0,0,0,0,0,0,0,0,0,337.35,15.34,0,0,208.5,0,0,0,0,31.59,0,0,0,0,0,0,0
 14-21,0,0,1.41,3.19,40.16,32.43,0,12.24,0,0.81,0,8.62,0.96,0,4.35,1.87,0,0,0,0,1.05,45.33,0.95,0,37.93,220.37,5.16,0,0.81,7.42,0,0,0.86,20.74,1.68,28.17,112.83,0,0,3.37,0,0
 24-34,0,0,3.7,0,12.69,9.34,0,15.5,0,6.36,0.61,8.89,0,0,19.32,2.9,3.74,0.7,0,5.1,1.29,83.59,0,0.89,38.47,629.12,10.11,11.33,4.29,0,1.14,0,0,0,12.29,7.91,228.73,0,0,74.74,0,3.55
 36-46,0,0,0,0,9.36,8.81,0,88.11,0,11.75,1.72,28.64,0,5.49,10.75,2.35,0,0,0,0,6.29,173.99,0,2.87,43.82,1508.35,0.64,32.49,1.81,0,0,4.07,1.39,0,0.56,0,374.03,0,0,61.64,0,10.86
 48-58,0,0,1.37,0,10.64,7.37,0,224.89,0,7.43,11.27,58.91,3.27,1.43,6.99,6.11,0,2.37,1.04,5.93,4.33,211.68,2.55,1.63,35.87,1679.63,0.5,15.89,2.01,0,1.34,0.5,0,0,0.57,0,403.07,0,1.66,69.96,0,10.03
 60-70,0,0,1.23,0,40.34,15.46,0,383.54,0,9.94,14.11,59.88,1.19,0,10.36,17.98,0.71,1.16,0,4.41,0,318.74,0,5.95,21.45,1463.22,2.42,16.73,1.46,0,6.08,3.08,0,0,0,0,325.3,0,0.65,81.4,2.52,14.01
 72-82,0,0,7.24,0,13.04,51.48,0,526.44,2.65,0.5,7.76,40.77,0,0,7.93,7.06,0,2.97,0,12.84,0.5,420.81,1.23,15.31,24.99,1348.57,1.13,22.46,1.83,0,12.75,0,0,0,1.77,0,174.73,0.62,8.77,166.86,11.56,17.26
 84-94,0,0,8.65,0,22.78,43.34,3.68,393.31,0,7.57,11.46,64.55,2.87,0,6.14,6.55,2.4,10.51,0,8.03,1.96,380.57,1.06,26.45,44.25,1105.71,0,13.52,2.49,0,5.34,4.84,0,0,0,0,116.46,4.64,20.56,92.15,29.57,6.97
 96-106,0,0,3.55,0,35.69,55.62,0.98,282.37,1.64,8.82,9.05,54.93,3.93,1.06,11.73,8.43,2.24,1.47,1.3,3.61,1.99,348.08,9.78,11.29,5.34,844.14,0,27.4,5.09,0,26.96,3.85,0,0,0,0,90.84,0,10.63,151.69,8.98,3.25
108-118,0.45,0,3.96,0,41.8,22.38,6.24,224.51,0.54,4.04,17.2,58.21,11.68,0,2.96,6.49,1.46,12.78,0.48,13.02,0.78,354.26,0,19.02,15.44,836.06,3.32,16.52,6.9,0,22.36,6.92,0,0,0.42,0,40.23,1.47,9.98,87.17,2.47,4.76
120,0,0,9.3,0,26.12,39.36,5.03,199.44,0,2.58,5.76,26.46,33.6,0,9.97,8.71,1.77,0,1.77,8.07,0,338.22,3.06,13.82,9.98,1159.17,0,4.1,1.73,0,34.82,0,0,0,0,0,35.46,1.89,30.49,134.44,6.37,3.95
