stage,axial,blastomeres,neural,paraxial.mesoderm,periderm
  3-4,10.66,392.47,0,0,36.42
  5-6,0,280.3,27.1,0,0
  7-9,0,0,65.67,7.65,0
 10-12,0,0,8.03,6.44,0
 24-34,0,0,0.98,0,0
