stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,164.28,5036.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.3,0,0,0,0,0,0,0,0,0,0
  5-6,330.24,4317.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.02,0,0,0,41.07,0,197.37,0,0,0,0,0,0,0,0,0,0
  7-9,26.98,10.58,0,10.06,0,0,0,87.36,0,0,0,0,0,21.3,0,0,0,0,0,0,0,0,0,0,0,476.31,26.61,0,0,114.17,0,111.77,0,0,0,0,0,0,0,0,0,0
 10-12,0,35.72,0,50.02,0,0,0,227.29,0,0,0,0,0,51.74,0,0,0,0,0,0,0,0,0,0,0,2125.33,44.49,0,0,306.21,0,51.17,5.47,3.57,24.08,0,0,0,0,0,0,0
 14-21,0,0,1.41,41.65,415.72,17.04,0,80.26,0,0,0,32.43,17,48.72,22.61,0,2.82,0,3.97,4.33,0,110.37,5.41,0,25.45,723.72,67.65,0,10.92,16.25,0,230.79,0,4.74,21.04,10.07,303.3,0,0,3.41,0,5.24
 24-34,0,0,2.39,15.83,169.79,3.93,0,127.17,0,2.89,3.48,73.86,9.33,8.1,1.84,0,28.73,0,39.35,2.54,2.55,160.86,7.18,6.78,53.72,1706.75,14.81,17.68,18.42,0,0.99,540.5,0,0.93,21.58,2.55,485.57,0,0,15.37,0,15.86
 36-46,0,0,0,1.92,108.25,2.92,0,221.36,0,11.18,12.74,182.44,2.61,1.19,8.48,0,16.85,3.68,22.15,7.98,1.09,196.72,7.86,26.48,46.47,1188.06,8.99,27.76,9.85,0,0,558.71,0,0,24.28,0.83,497.19,0,0,8.34,0,5.51
 48-58,0,0,0,0,59.77,0,0,215.81,0,6.55,31.05,313.52,0,13.11,4.98,0,9.61,0,17.84,0,0,224.11,6.55,40.6,32.88,570.82,9.42,23.67,16.55,0,1.42,285.83,0,0,0.62,0,297.68,0,1.64,1.76,0,9.24
 60-70,0,0,0,0,52.04,4.44,0,435.28,0,12.76,53.41,425.51,6.65,0.66,11.23,0.65,18.1,1.09,30.06,2.54,0,367.31,5.82,52.06,16.69,255.6,4.93,23,44.37,0,10.92,240.1,0,0,0.6,0,143.63,6.03,13.46,1.98,4.07,0
 72-82,0,0,3.4,0,73.01,2.66,0,308.81,0,8.22,44.02,343.88,3.74,1.39,2.91,0,16.14,4.2,44.46,6.26,0,414.34,15.9,56.39,27.23,259.25,4.51,41.2,48.73,0,5.1,173.8,0,0,4.44,0,60.3,5.65,10.03,0,11.73,6.76
 84-94,0,0,0.98,0,140.57,5.45,0,306.34,0,15.14,36.31,272.62,10.62,4.27,5.71,6.82,42.84,0,50.2,11.18,0,346.28,12.5,68.72,21.18,222.91,5.16,28.47,67.33,0,9.09,554.09,0,0,4.95,0,31.72,17.03,23.11,0,21.56,5.98
 96-106,0,0,0,0,137.42,11.41,3.7,398.01,2.6,10.95,34.78,266.59,11.74,0,6.59,5.07,47.17,6.71,69.96,14.08,0,393.27,22.85,31.11,10.44,226.17,2.73,56.94,95.79,0,7.1,517.25,0,0,2.51,0,42.5,39.32,9.42,7.07,18,0
108-118,0,0,1.81,3.44,143.21,6.09,6.23,377.94,0,18.75,24.23,343.14,22.03,0,2.15,1.32,52.17,3.8,66.55,44.33,0.61,368.9,13.58,35.41,16.35,281.77,6.5,52.98,83.83,0,20.89,411.95,0,0,4.03,0,24.27,40.85,9.46,11.83,13.55,0
120,0,0,0,0,194.16,1.49,5.41,261.06,2.05,43.42,29.74,422.02,13.53,0,2.09,15.51,54.94,0,38.72,24.89,0,575.23,28.49,26.52,6.38,214.81,17.34,37.19,79.71,0,19.17,320.02,0,0,3.15,0,40.23,8.04,6.5,2.49,0,0
