stage,blastomeres,eye,neural,paraxial_mesoderm
  3-4,11.78,0,0,0
  7-9,0,0,25.27,6.37
 48-58,0,0,0.63,0
 96-106,0,1.97,0,0
108-118,0,0,1.41,0
