stage,axial,blastomeres,epidermis,eye,glial,gut,liver,mesenchyme,neural,paraxial.mesoderm,spinal.cord
  3-4,0,91.1,0,0,0,0,0,0,0,0,0
  5-6,22.01,45.06,0,0,0,0,0,0,0,0,0
  7-9,0,0,0,0,0,0,0,0,13.41,8.4,0
 10-12,0,0,0,8.51,0,0,0,0,4.9,5.22,0
 24-34,0,0,0,0,0,0,0,0,0,0,1.08
 48-58,0,0,0,0.89,0,0,0,1.59,6.42,0,0
 60-70,0,0,2.94,0,3.7,0.62,1.72,0,0,0,0
 72-82,0,0,0,0,0,0,0,0.75,2.88,0,0
 84-94,0,0,0,0,0,0,0,1.2,0,0,0
108-118,0,0,0,0,0,0,0,0.57,0,0,0
