stage,endoderm,epidermis,eye,fin.mesenchyme,mesenchyme,muscle,neural,notochord,spinal.cord,vasculature
  7-9,0,0,0,0,0,0,8.22,0,0,0
 14-21,0,0,0,0,0,0,0,0.8,0.81,0
 24-34,0.7,0.85,0,0,0,0,0,0.8,0,0
 36-46,0,0,0,0.58,0,0.98,0,0,0,0
 48-58,0,0,0.72,0,6.1,0,0,0,0,0.45
 60-70,0,0,0,0,0.73,0,0,0,0,0
 72-82,0,0,0,0,3.94,0,0,0,0,0
 84-94,0,0,0,0,0.8,0,0,0,0,0
