stage,eye,glial,gut,neural,otic,spinal_cord,visceral_smooth_muscle
 14-21,0,0,0,0,0,1,0
 24-34,0,0,0,22.83,0.77,4.33,0
 36-46,2.64,5.48,0,61.1,0,8.73,0
 48-58,13.7,0,0,42.64,0,12.63,0
 60-70,2,0,0,38.87,0,4.63,0
 72-82,21.08,0,0,13.88,0,0,0
 84-94,4.94,0,0,16.03,0,0,0
 96-106,5.92,1.21,0.97,4.96,0,0,0
108-118,0,0,0,7.73,0,0,0
120,10.21,0,0,17.7,0,0,10.92
