stage,epidermis,eye,fin.epithelia,neural,spinal.cord
 14-21,0.97,0,0,0.84,0
 24-34,0,0,0,5.57,4.49
 36-46,0,0,0,3.07,0
 48-58,0,0,1.71,22.22,0
 60-70,0,0,0,33.47,0
 72-82,0,0,0,6.91,0
 84-94,0,4.68,0,10.01,0
 96-106,0,12.54,0,5.97,0
108-118,0,0,0,5.13,0
120,0,0,0,1.2,0
