stage,epidermis,erythrocytes,eye,glial,iridophores,mesenchyme,neural,paraxial.mesoderm,periderm,spinal.cord
  7-9,0,0,0,0,0,0,3.54,6.16,0,0
 10-12,0,0,0,0,0,0,9.03,0,0,0
 24-34,0,0,0,0,0,0,3.98,0,0,0
 36-46,0,0,1.48,0,0,0,0.61,0,0,0
 48-58,0,0,5.02,0,0,0,0.37,0,0,0.88
 60-70,2.07,0,15.75,0,0,0,4.48,0,0,0
 72-82,0,0,27.75,2.94,5.58,0,9.93,0,0,0
 84-94,0,1.7,64.44,0,0,0,6.91,0,1,0
 96-106,0,0,122.61,1.99,0,1.41,0,0,1.02,0
108-118,0,0,131.47,0,0,0,4.7,0,2.23,0
120,0,0,44.24,0,0,0,0,0,1.12,0
