stage,epidermis,erythrocytes,eye,fast.muscle,glial,gut,immune,mesenchyme,muscle,neural,notochord,periderm,slow.muscle,spinal.cord,taste,vasculature,visceral.smooth.muscle
 24-34,0,0,0,0.67,0,0,0.6,0.91,0,0,0.64,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,13.78,0,0,0.91,0,0,0,0,0,4.89,0
 48-58,0,0,0,0.39,0.72,0,62.5,0,0,0.5,0.4,0,1,0,0,0,0
 60-70,0,0,0.75,2.64,1.23,0,83.62,0,0,0,0,0,1.49,0,0,0,0
 72-82,1.55,0,3.88,0,0,0,94.47,0,0,4.09,0,0,0,3.74,0,0,1.87
 84-94,0,0,4.74,0.79,0,0,104.18,0,0,0,0,0,0,0,0,0,0
 96-106,0,5.21,5.58,0,0,0,149.08,0.86,0,8.89,0,1.38,0.6,0,0,0,0
108-118,0,0,0.68,1.09,2.83,3.8,121.61,0.95,1.05,0,0,0,0,0,0.8,0,0
120,14.44,0,0,0,0,0,315.32,0,0,16.68,0,0,0,0,0,0,0
