stage,eye,glial,mesenchyme,neural,otic
 14-21,0,0,0,0.84,0
 24-34,0,0,0,1.16,0
 48-58,4.01,0,0.75,2.05,6.75
 60-70,1.49,2.86,0,3.64,0
 72-82,7.82,0,5.44,15.28,0
 84-94,9.68,0,5.29,5.64,0
 96-106,2.3,0,1.97,5.3,0
108-118,21.56,0,2.14,6.78,0
120,9.23,15.41,0,49.49,0
