stage,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,11.94,155.13,38.26,0,63.8,0,0,0,18.24,6.5,0.86,0,0,5.31,0,1.86,0,2.12,79.25,0,0,62.87,925.88,18.91,6.18,7.02,27.14,0,20.4,0.9,102.98,6.72,12.58,172.33,247.94,0,0,13.92,0,3.62
 24-34,3.41,8.61,46.01,8.97,0,175.5,0,3.35,4.69,36.69,6.12,0.76,5.79,8.92,7.1,3.76,5.47,2.7,4.55,151.96,1.1,0,65.6,1998.73,12.6,18.3,12.66,0,0,49.48,0,0,10.23,1.49,37.81,416.22,0,0,59.96,0,10.18
 36-46,0,1.43,35.01,0,0,382.85,0.59,2.19,4.28,88.53,2.97,0,5.21,0.56,1.79,1.97,2.59,1.55,0.79,154.6,2.21,0.56,56.16,1960.99,2.24,14.68,8.59,0,0.77,38.51,0.81,0.9,2.54,0,1.18,440.91,0,0,24.18,0,14.52
 48-58,0,0,23.66,3.93,0,695.96,1.05,1.31,9.33,127.05,2.61,0,1.71,0.95,0.39,0.4,1.49,0.84,0.57,192.35,1.07,2.88,44.05,1839.92,17.4,7.84,7.84,0,0,29.54,0,0,0,0,0,391.93,0,1.28,13.85,0,19.58
 60-70,1.34,0,36.04,0,0,1000.88,3,1.57,9.47,112.32,5.22,0,0,10.89,0.86,3.66,0,1.78,2.47,209.22,1.1,7.12,20.92,1578.92,2.91,7.61,19.85,0,0,12.74,0,0,1.79,0,0,216.3,0,5.62,34.39,0,22.93
 72-82,2.72,0,26.28,3.94,0,913.35,0.95,2.15,23.04,131.09,7.79,0,3.64,10.88,1.03,6.34,6.05,0,0,242.5,1.76,12.95,19.35,1037.39,1.96,8.57,7.97,0,7.48,7.66,0,0,0.64,2.68,0,126.31,3.22,6.15,16.2,9.3,10.19
 84-94,3.31,0,32.3,11.54,2.25,660.97,0,10.72,7.59,89.85,11.7,0,7.98,25.42,4.07,4.98,1.32,1.09,2.19,266.37,3.8,20.73,20.6,850.88,4.4,17.07,13.99,0,0,40.21,0,0,1.12,0.55,0,106.53,4.01,5.9,34.35,2.21,5.28
 96-106,5.41,0,19.77,19.42,1.43,605.77,1.34,0.63,15.49,113.77,12.61,0,2.56,12.77,2.21,20.81,10.45,12.76,0.69,179.04,2.66,10.39,23.61,666.74,1.2,11.76,14.79,0,3,30.57,0,0,1.12,0,0,50.84,7.1,4.78,44.53,6.57,30.32
108-118,2.19,1.47,35.39,13.4,0.49,535.75,11.75,6.39,9.82,114.29,10.74,0,0,14.47,3.19,10.31,10.05,3.64,5.02,201.73,0.59,5.21,19.71,925.8,2.38,14.04,12.51,0,0.92,22.54,0.42,0,2.33,0,0,37.12,5.76,6.37,26.03,0.48,11.81
120,13.4,0,46.61,18.02,0,444.86,1.18,6.31,6.45,143.49,3.47,0,3.15,44.03,4.25,3.6,2.98,5.02,0,127.19,0,11.03,24.48,902.49,8.63,8.76,2.69,0,16.5,38.18,0,0,3.35,1.37,0,77.28,0,6.23,98.9,1.05,2.34
