stage,endocrine.pancreas,epidermis,eye,glial,immune,mesenchyme,neural,spinal.cord
 14-21,1.38,0,0,0,0,0,0,0
 24-34,0,0,0,0,0,0,3.17,1.86
 36-46,0,0,0.88,0,0,0,12.12,2.84
 48-58,0,0,5.57,0,0,0.49,55.31,14.11
 60-70,0,0,29.06,0,0,0,110.83,24.66
 72-82,0,0,27.52,1.6,0,0,105.29,25.13
 84-94,0,0,35.73,0,0,0,62.48,1.4
 96-106,0,1.89,11.1,0.71,0,2.56,69.37,2.47
108-118,0,4.2,30,3.03,0,0,77.85,1.22
120,1.73,0,9.31,0,4.43,0,127.68,0
