stage,blastomeres,eye,glial,mesenchyme,neural,otic
  3-4,12.87,0,0,0,0,0
 14-21,0,0,0,0,2.73,0.87
 24-34,0,0,0,0.76,2,0
 36-46,0,0,0,0,1.54,0
 48-58,0,2.87,0.59,0,0,0
 72-82,0,0,0,0,3.06,0
 96-106,0,0,0,2.74,0,0
108-118,0,3.45,0,0,1.98,0
