stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,572.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.35,0,0,0,0,0,0,0,0,0,0,0
  5-6,27.99,475.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.79,0,0,0,6.9,0,7.22,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,6.2,0,19.06,0,0,0,112.12,0,0,0,0,19.23,0,0,0,0,0,0,0,0,0,0,0,914.7,34.21,0,0,224.3,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,42.6,0,90.74,0,12.48,0,212.64,0,0,0,0,33.09,0,0,0,0,0,0,0,0,0,0,0,1133.72,27.48,0,0,138.21,0,5.07,5.62,0,23.03,0,0,0,0,0,0,0,0
 14-21,0,0,1.09,0,21.9,4.97,0,17.21,0,0,4.25,0,0,2.39,0,2.97,0,0,0,0,19.11,0,0,2.01,332.9,0.97,4.09,4.14,0,0,6.65,0.9,1.06,5.6,0,3.85,111.32,0,0,0,0,0
 24-34,0,0,1.26,2.85,8.07,1.58,0,87.16,0,3.77,17.66,0,0,0.92,0,2.16,0,0.65,0,0,12.73,0,0,2.12,1250.87,0.75,21.18,3.31,0,0,11.88,0,0,0,0,0.83,251.99,0,0,1.82,0,0
 36-46,0,0,0,0,3.98,2.1,0,214.53,13.28,1.27,51.52,0.56,0,0,0,0,0,0,0,0,17.37,0.56,1.42,2.1,1515.26,0,16.82,1.54,0,0,54.93,0,0,0,0,0,317.68,0,0,4.08,0,1.87
 48-58,0,0,0,0,3.57,3.01,0,401.72,0,2.42,64.48,0,0,0.67,1.39,1.38,0,0.59,5.54,1.63,27.58,0.52,0,3.26,1284.96,0.5,11.11,1.9,0,0.56,6.08,0,0,0,0,0,256.49,0,0,5.21,0,7.96
 60-70,0,0,0,0,1.59,0.81,0,647.11,0,0,44.27,12.78,0,0,8.23,0,0,4.98,0.74,0,32.19,0,1.04,2.33,1066.3,0,4.41,1.35,0,0,10.71,0,0,0,0,0,120.43,0,0,1.65,0,0
 72-82,0,0,0.58,0,2.5,2.51,0,451.48,0,1.6,44.69,1.56,0,0,3.23,0,0.64,0.74,0,0,34.54,0,0.81,4.54,839.17,0,12.77,2.93,0,0,2.72,0,0,0,0,0,91.69,0,1.13,11.3,0.53,5.79
 84-94,0,0,0,0,10.96,8.71,0,290.9,0,1.81,58.25,4.91,0,0,5.71,0,0,0,9.25,0,38,1.81,5.02,0,545.97,0,11.9,3.97,0,0,12.4,0,0,0,0,0,73.6,4.93,1.08,6.43,1.22,0
 96-106,0,0,2.67,0,7.85,4.94,0,276.29,1.4,2.32,72.21,8.48,0,2.5,6.42,0.66,0,1.4,6.27,0,19.6,0,0,1.63,538.87,2.22,9.23,2.66,0,0,6.9,0,0,0.58,0,0,22.67,0,0,13.44,0,7.25
108-118,0,0,2.01,0,5.66,3.77,4.1,262.96,0.97,1.68,40.7,5.56,0,0,4.88,1.67,0,3.37,3.29,0,39.16,3.12,5.53,1.94,726.3,1.1,5.17,1.79,0,0,10.99,0,0,1.08,0.49,0,15.54,0,0.86,5.2,0.65,0
120,0,0,0,0,7.97,0,0,218.39,1.16,0,47.92,6.43,0,2,16.66,2.4,0,6.23,0,0,78.34,0,0,0,544.12,0,19.67,22.45,0,0,9.7,0,0,5.54,0,0,29.39,0,0,29.1,0,2.59
