stage,blastomeres,epidermis,eye,neural,otic,periderm,spinal.cord,vasculature
  3-4,14.69,0,0,0,0,0,0,0
  5-6,6.88,0,0,0,0,0,0,0
 14-21,0,0,0,0.86,0,3.04,0,0
 24-34,0,0,0,1.43,0,2.13,0.89,1.6
 36-46,0,0,0,2.95,0,3.43,0,0
 48-58,0,0,0,17.13,0,1.18,0,0
 72-82,0,0,0,2,0,0,0,0
 84-94,0,0,0,2.2,0.62,0.9,0,0
 96-106,0,1.2,0,3.79,0,0,0,0
108-118,0,0,2.52,3.34,0,0,0,0
120,0,0,0,6.37,0,0,0,0
