stage,epidermis,erythrocytes,gut,iridophores,mucous,neural,periderm,spinal_cord
 36-46,0,0,0,0,0,1.03,0,0
 48-58,0,0,0,0,0,0,0,0.86
 60-70,0,0,0,0,2.04,0,6.72,0
 72-82,0,0,0,0,3.62,0,0,0
 84-94,0,0,0,0,1.44,0,0,0
 96-106,0,6.45,0.7,0,26.01,0,0,0
108-118,0.55,0,0.45,0.95,37.22,0,0,0
120,0,0,0,0,16.75,0,0,0
