stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,854.24,12841.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,446.62,0,0,0,0,0,0,0,0,0,0,0
  5-6,3118.63,40700.72,0,74.91,0,0,0,0,0,0,0,0,0,159.42,0,0,0,0,0,0,0,0,0,0,0,1343.1,189.32,0,0,428.51,566.2,0,0,0,0,0,0,0,0,0,0,0
  7-9,637.86,785.82,0,1016.94,0,11.89,0,2725.98,0,0,0,0,0,838.16,0,0,0,0,0,0,0,0,0,0,0,25518.97,867.87,0,0,9366.84,51.25,152.51,0,0,0,0,0,0,0,0,0,0
 10-12,0,448.51,0,783.15,0,86.27,0,1466.34,0,0,0,0,0,161.65,0,0,0,0,0,0,0,0,0,0,0,11967.47,178.03,0,0,5191.5,21.9,115.82,61.16,762.74,0,8,37.61,0,0,0,0,0
 14-21,0,0,0,31.51,254.27,97.85,0,192.75,0,0,0,34.75,5.72,2.04,1.07,2.03,6.73,0,0,0,0,151.54,0.82,0,166.31,2308.68,34.53,22.88,34.58,94.78,54.81,4.87,368.1,23.68,9.46,295.13,648.26,0,0,5.05,0,0
 24-34,0,0.83,0,5.43,107.28,25.16,0,470.85,0,0.68,2.08,66.94,4.24,0,5.44,2.36,0.6,5.37,3.82,25.98,1.48,342.89,2.31,0,139.16,4094.99,30.01,36.85,37.16,0,137.01,0,2.33,5.06,0.88,28.69,904.83,0,0,46.54,0,22.26
 36-46,0,0,0,0.56,39.37,8.59,0,1008.34,0,3.16,0,93.91,2.91,0,2.94,31.37,1.01,8.88,2.68,4.14,8.11,299.27,1.24,10.2,91.7,2942.94,13.25,15.82,16.41,0,62.45,0,0,6.02,0,0,639.22,0,0,34.63,0,18.54
 48-58,0,0,0,1.75,70.8,14.12,0,1284.3,0,0.42,10.09,76.1,2.95,0,12.36,10.87,0.99,10.71,3.44,7.04,3.73,342.23,5.23,20.53,74.75,1547.36,12.49,9.19,11.08,0,27.03,0,0,0.89,0,0,235.1,0,0,25.51,0.9,13.6
 60-70,0,0,0,0,75.13,0,0,843.73,0.65,1.25,0.86,90.7,5.46,0,2.82,18.64,0,4.45,1.39,18.01,6.98,241.26,1.11,34.01,35.5,818.98,3.45,5.67,12.11,0,17.03,0,0,4.41,0,0,50.51,0,0.63,32.59,0,0
 72-82,0,0,0,0,27.83,2.55,0,282.06,0,0,0.5,67.53,23.22,0,1.76,13.93,1.98,1.91,0.61,4.15,6.37,177.5,1.42,9.42,28.55,357.21,0,6.37,12.27,0,10.21,0,0,3.03,0,0,17.59,3.29,0,20.81,0,5.76
 84-94,0,0,0,0,60.15,11.29,2.77,297.15,0,0.6,3.81,45.98,25.84,0,4.21,20.96,2.74,11.63,0.56,6.87,0,182.17,0,12.53,31.57,329.35,5.34,6.72,10.48,0,16.99,0,0,3.96,0,0,12.02,4.8,0,27.28,1.07,0
 96-106,0,0,0.56,0,40.46,4.8,3.12,202.74,0,0,1.88,43.05,23.38,0,2.7,14.07,2.2,1.64,5.87,2.16,0,84.72,0,9.04,10.18,259.61,2.6,12.83,16.79,0,6.11,0,0,7.49,0,0,3.7,0.97,2.45,35.12,1.42,6.04
108-118,0,0,0,0.77,32.11,10.78,0.43,208.83,0,0,0.72,44.43,8.9,0,0,15.86,2.38,7.66,1.09,4.7,0.66,74.95,0,4.4,24.65,376.95,2.96,5.49,4.88,0,12.18,0,0,2.87,0,0,6.68,2.27,0,16.51,2.91,0
120,0,0,0,0,14.06,25.17,0,263.07,0,0,1.04,60.21,1.86,0,0,19.28,2.38,12.97,0,0,0,127.03,0,2.76,19.88,359.17,0,0,5.44,0,4.36,0,0,0,0,0,30.28,1.12,0,22.55,0,0
