stage,eye,fin_mesenchyme,glial,mesenchyme,neural,spinal_cord,vasculature
  7-9,0,0,0,0,15.94,0,0
 14-21,0,0,0,0,0.81,0,0
 24-34,0,0,0,0,20.91,2.2,0
 36-46,0,0,1.21,0,7.83,3.22,0
 48-58,0,0.5,0,0,3.74,1.93,0
 60-70,10.69,0,0,0,5.45,1.9,0
 72-82,0,0,0,0,4.34,0,0
 84-94,2.35,0,0,0,3.74,0,0
 96-106,0,0,0,0,0,0,0.83
108-118,0,0,0,0.93,7.23,0,0
120,4.48,0,0,0,0,0,0
