stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,0,208.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.31,0,0,0,0,0,0,0,0,0,0
  5-6,0,191.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99.98,0,0,0,0,0,0,0,0,0,0
  7-9,0,6.96,0,4.89,0,0,0,0,0,0,0,0,0,5.97,0,0,0,0,0,0,0,0,0,0,0,41.6,0,0,0,14.01,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,4.07,0,4.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.09,0,0,0,59.02,0,0,5.47,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.88,183.52,8.08,0,2.91,0,0,0,0,0,0,0,0,2.27,0,0,0,0,1.4,0,0,0.81,51.48,2.59,0,6.65,0,0,49.83,0,8.52,0,4.22,18.51,11.76,0,10.53,0,0
 24-34,0,0,0,0,14.01,1.54,0,5.42,0,0.81,0,0,0,0,4.38,0,9.15,0,0,0,0,30.34,0.91,0,5.48,50.27,0.7,2.73,2.59,0,0.99,45.3,0,0,1.05,0,3.18,9.37,0,46.07,0,0
 36-46,0,0,0,0,7.43,0.58,0,2.03,0,11.22,0,2.15,0,0,4.57,0.56,1.64,0.83,2.07,0,0,34,0,0,6.57,65.65,0,0.75,0.61,0,0,43.76,0,0,0,0,0,8.99,0,24.93,0,0
 48-58,0.58,0,0,0,12.93,0,0,6.3,0,4.19,1.44,6.98,0.49,0,3.02,6.34,0,0,0,0,0,26.9,1.76,1.12,4.35,20.4,0,0.99,4.6,0,0,9.47,0,0,0,0,0,7.92,0,25.49,0,0
 60-70,0,0,0,0,20.57,0,0,2.43,0,3.31,1.64,7.87,0,0,4.64,0.63,1.84,0,2.24,0,0,47.93,0.76,4.29,4.43,47.67,0,0,1.82,0,1.13,12.11,0,0,0,0,0,6.8,0.94,10.04,1.72,0
 72-82,0,0,0,0,13.47,0,0,16.43,0,2.97,1.14,22.06,0,0,9.04,1.48,4.07,1.82,3.53,0,0,60.56,0,0,9.36,52.83,0,4.05,6.1,0,0,14.18,0,0,0,0,0,5.42,8.03,26.82,0.73,0
 84-94,0,0,0,0,14.46,0,0,9.59,0,0,1.13,20.71,1.69,0,6.85,9.58,5.47,0,1.2,0,0,51.62,0,4.13,2.64,33.68,0,0.66,0.88,0,0,6.04,0,0,0.87,0,0,5.07,3.58,25.43,5.48,0
 96-106,0,0,0,0,28.04,6.31,0.97,7.56,0,3.24,4.25,26.34,2.29,0,11.53,3.46,7.87,0,1.54,1.09,0,79.82,0.71,7.25,5.23,48.72,0,3.54,8.93,0,10.03,27.84,0,0,0,0,0,7.76,3.88,30.25,5.12,0
108-118,0,0,0.84,0,20.52,0,0,10.63,0,6.74,4.65,24.06,4.01,0,4.18,3.96,14.1,2.27,4.5,2.58,0,54.98,3.49,7.15,10.49,37.19,0,3.4,1.96,0,1.49,15.53,0,0,0,0,0,6.93,2.14,34.77,4.09,4.27
120,0,0,0,0,20.79,0,0,14.83,2.05,0,0,51.26,5.72,0,9.97,20.99,0,2.63,0,0,1.51,82.81,0,6.81,0,78.13,0,3.29,6.26,0,15.95,6.33,0,0,0,0,0,0,0,48.42,0,0
