stage,epidermis,eye,gut,immune,ionocyte,neural
 60-70,0,0,4.28,0,0,0
 72-82,1.6,3.24,4.74,2.16,0,0.83
 84-94,1.95,0,13.97,0,0,6.38
 96-106,3.6,0,0,0,0,0
108-118,3.84,0,9.77,0,2.5,2.35
120,2.29,0,5.63,0,0,0
