stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,32.44,11.48,310.42,61.86,0,384.38,0,0.95,0,44.53,1,0.91,3.51,1.43,4.79,0,0,0,0,74.56,0,0,84.49,2655.07,7.16,42.28,14.72,25.41,0,0,1.44,190.59,6.53,56.57,177.18,805.45,0,0,4.7,0,0
 24-34,0,49.9,2.87,48.28,1.33,0,2014.52,0,0,8.84,55.04,1.22,0,12.5,2.93,0,0,2.19,2.31,10.97,172.81,0,0,116.61,19254.49,0.83,77.78,29.9,0,0,9.51,0,0,8.44,18.52,99.35,2126.47,0,0,61.85,0,0
 36-46,0,14.63,1.4,68.48,5.35,0,10671.47,5.79,7.72,30.07,123.1,2.25,0,12.2,12.5,0.86,0,0.84,3.38,12.79,492.53,0,3.67,119.57,61032.82,12.69,61,35.77,0,0,85.16,0,0,4.27,17.51,2.59,11874.11,0,1.04,50.37,0,3.71
 48-58,0.39,16.2,0,96.78,8.37,0,9661.97,6.72,30.7,19.18,435.5,0.56,2.55,3.22,1.86,0.95,15.41,7.12,22.49,11.67,493.56,1.55,20.44,103.46,35124.88,5.83,26.26,16.71,0,1.27,18.89,0,0,1.72,13.08,0,11851.8,0,0,42.43,0,47.61
 60-70,0,12.12,2.79,30,0,0,5921.21,4.44,15.83,11.1,209.93,1.35,0.66,6.53,0.6,0,0.81,0,0,11.28,300.48,0,13.59,50.04,18748.02,0,5.89,1.23,0,0,33.47,0,0,19.65,1.33,0,5797,0,10.18,17.07,5.32,13.77
 72-82,0,30.7,0,50.9,5.24,0.59,2308.72,1.83,0.55,16.15,151.03,5.69,0,1.72,5.02,1.75,11.34,0,1.17,0,246.98,0,15.98,27.72,11608.63,1.43,10.41,2.65,0,2.13,5.3,0,0,1.13,0,0,2592.37,1.21,2.64,31.36,11.46,12.83
 84-94,0,37.38,0,48.52,17.18,0,2352.46,0.7,3.02,17.87,129.91,6.12,0,5.48,1.84,3.41,17.3,1.05,0,3.88,250.95,0,4.97,36.82,8479.89,0,14.94,11.66,0,0.96,19.91,0,0,0,0,0,1770.2,0.9,8.31,4.7,4.44,7.78
 96-106,0,30.3,0,62.7,19.14,0,1376.57,0.74,2.97,6.13,105.73,9.82,0,3.16,4.39,0.56,1.03,1.56,5.84,1.78,180.44,2.62,10.74,23.48,5603.11,0,5.57,0.56,0,2.09,39.11,0,0,0,0,0,772.55,1.13,2.59,5.59,8.07,17.85
108-118,0,35.75,0,66.36,4.89,4.79,1130.02,1.44,2.64,11.34,75.08,6.62,0,0.49,0.59,4.09,3.37,0,0.7,4.94,146.51,1.14,1.31,6.82,6664.48,0.85,20.38,0.63,0,0,0.57,0,0,0,0,0,499.96,0,2.33,8.43,6.35,0
120,0,33.04,0,52.05,1.87,5.97,1475.68,0,4.54,3.46,91.91,1.09,0,0,0,0,0,0,0,0,178.73,0,24.89,8.05,7137.51,4.57,8.57,0,0,1.79,2.17,0,0,8.72,0,0,439.38,0,0,15.79,2.27,22.11
