stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,53.32,845.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0
  5-6,58.16,674.25,0,13.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.78,0,0,0,24.68,0,7.58,0,0,0,0,0,0,0,0,0,0
  7-9,5.28,11.65,0,39.45,0,0,0,53.27,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,0,0,517.15,23.81,0,0,186.98,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.61,0,33.33,0,0,0,37.59,0,0,0,0,0,7.5,0,0,0,0,0,5.32,0,0,0,0,0,534.77,30.08,0,0,266.51,0,0,11.57,0,58.19,3.87,5.88,0,0,0,0,0
 14-21,0,0,1.05,2.97,25.72,10.22,0,7.81,0,0,0,6.91,3.44,0,0,0,0.8,0.96,0,0,0,12.65,0,0,10.74,190.48,8.15,2.02,0,5.05,0,4.12,0,17.63,0,21.99,46.95,0,0,2.48,0,0
 24-34,0,0,0,1.37,9.98,2.17,0,32.5,0,0,0,9.04,0.68,0,0,0,0,0,0,0.67,0.59,35.66,0,0,13.53,354.8,1.33,5.58,3.24,0,0,13.62,0,0,1.53,3.37,51.4,0,0,1.02,0,0.78
 36-46,0,0,0,0,3.8,0,0,57.48,0,0,0,8.3,0,0,0,2.06,3.67,0,0,0,0,32.52,0,0,5.11,359.98,0,0.62,1.99,0,0,10.82,0.78,2.14,0.58,0,89.67,0,0,6.1,0,0
 48-58,0,0,0,0,3.51,0,0,109.62,0,2.28,1.28,21.63,0,0.48,0.4,0,0,0.46,0,0,2.84,45.39,1.73,0.5,5.22,353.08,1.45,0.95,2.89,0,0,4.28,0,0,0,0,44.85,0,0,8.19,0,2.3
 60-70,0,0,0,0,4.64,0,0,143.84,0,0,1.95,21.19,0.69,0,16.74,0.6,0,0,0,0.78,0,72.65,0,0,2.34,316.29,0,0,5.64,0,0,5.41,0,0,0,0,41.96,0,0,2.57,0,0
 72-82,0,0,0.97,0,0.49,2.13,0,125.14,0,0,5.15,21.34,2.1,0,0.73,1.08,1.12,1.53,2.16,0,0,59.77,0,3.19,12.08,307.31,0,1.26,1.86,0,0,6.67,0,0,0,0,26.72,0,1.72,9.4,1.14,0
 84-94,0,0,1.11,1,16.96,4.9,0,100.62,0,0,7.12,10.02,2.94,0,0.6,1.28,0,0.87,0,5.61,1.35,44.49,0,4.14,7.4,162.85,0,4.03,6.65,0,0,13.51,0,0,4.12,0,24.78,0,2.38,3.66,2.54,0
 96-106,0,0,0,0,11.62,4.68,0,76.66,0.64,0.66,0,25.54,1.32,0,0,4.72,2.64,0.77,3.99,0,0,45.64,1.23,1.1,3.46,111.73,0,0,4.73,0,3.27,26.19,0,0,0,0,7.65,0.88,0.92,6.32,2,10.01
108-118,0,0,0.41,0,10.95,1.74,1.8,85.93,0,0,0,29.8,4,0,0,0.48,6.78,5.23,1.11,0,0,44.59,2.13,0,8.51,223.16,0.43,4.45,3.78,0,2.29,6.23,0,0,0,0,5.68,0.43,0,12.72,1.59,0
120,0,0,0,0,10.66,1.34,0,74.1,0,0,0,12.97,17.58,0,0,11.61,3.65,12.29,0,0,0,26.37,0,2.08,5.4,193.08,0,1.45,1.05,0,4.59,1.36,0,0,0,0,18.88,0,0,10.63,11.1,0
