stage,erythrocytes,eye,fin_epithelia,glial,gut,mesenchyme,neural,olfactory,paraxial_mesoderm,pgc,spinal_cord
  7-9,0,0,0,0,0,0,0,0,3.24,0,0
 10-12,0,0,0,0,0,0,0,0,13.61,0,0
 14-21,0,0,0,0,0,0,3.18,0,0,0.91,1.21
 24-34,0,0,0,0,0,0.62,3.38,0,0,0,0
 36-46,0,0,0,0,0,0,2.57,0,0,0,0
 48-58,0,1.08,0,0,0,0,3.16,0,0,0,0.49
 60-70,0,1.85,0.99,0,0,0,1.25,0,0,0,0
 72-82,0.5,0,0,0.8,0,0,1.16,0,0,0,0
 84-94,0,0,0,0,0.62,2.19,0,0,0,0,0
108-118,5.32,0,0,0,0,0,0.8,0,0,0,0
120,0,0,0,0,0,0,0,2.2,0,0,0
