stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  7-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,0,0,0,6.59,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,15.29,0,20.95,0,79.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.84,0,0,0,29.86,0,0,0,313.5,0,6.48,0,0,0,0,0,0
 14-21,0,0.9,0,182.24,57.67,3238.46,0,27.32,0,0,0,0,117.86,56.14,0,0,2.06,0,1.15,0,78.08,0,0,73.75,531.78,1.69,0,0,0.84,0,0.91,81.56,0,9.55,1007.87,19.68,0,0,1361.07,0,0
 24-34,0,0.83,0,50.61,8.01,304.92,0,16.65,0.69,0,2.38,1.46,39.82,104.8,0,1.9,0.85,5.37,5.16,0,157.68,6.82,0.89,72.48,443.82,4.49,1.36,0,0,0,6.55,0.85,0,0.78,140.95,48.28,0,0,2875.34,0,14.93
 36-46,0,0,0,3.89,10.39,48.89,0,5.16,0,0,9.63,2.34,5.15,60.7,0,0,1.81,3.75,3,0,273.19,0,0.83,54.21,150.54,9.8,1.13,0,0,0,0,0,0,0,0,17.24,0,0,1623.01,0,0
 48-58,0,0,0,0.44,0,26.46,0,21.17,2.11,0.47,13.16,5.12,3.36,71.94,0,0,2.2,3.49,5.38,0,453.66,0,1.76,39.36,151.48,1.85,2.08,0.46,0,0,4.6,0,0,0,0,17.65,0,0,969.21,0,2.62
 60-70,0,0,0,0,2.82,17.38,0,23.95,2.47,0,15.44,5.6,11.51,56.45,2.38,0,1.87,3.43,10.29,0,574.35,0,16.87,40.86,68.9,5.22,0,0,0,1.9,5.07,0,4.15,0,0,2.59,0,9.2,847.09,0,0
 72-82,0,0,0,3.31,6.94,18.65,0,38.71,0,1.55,23.94,17.28,6.9,137.96,2.18,0,0,2.05,5.98,0,720.91,0,41.93,65.24,105.75,0,0,1.82,0,3.89,0.7,0,0,0,0,3.84,0.87,23.59,1464.97,4.92,0
 84-94,0,0,1.01,0,9.45,0,0,57.45,0.98,1.57,33.54,13.1,7.09,96.72,0,1.76,2.08,1.46,0,0,719.38,0,56.79,66.88,42.49,5.19,0,3.52,0,2.38,0,0,5.6,0,0,0,0,9.72,1403.6,3.13,0
 96-106,0,0,0.99,0,22.12,15.15,0,56.44,2.49,0,6.74,14.83,1.51,201.44,1.27,0,0.61,1.08,0,0,704.01,0,75.4,75.04,98.94,0,0,0.71,0,14.81,2.87,0,4.97,0,0,0,0,9.03,1542.37,16.76,1.79
108-118,1.56,0,0,1.46,4.56,9.14,2.84,40.32,1.22,1.43,11.41,2.91,0,109.03,0.63,0,1.31,5.33,4.06,0,985.93,0,57.3,55.13,76.4,0.83,0,0,0,40,3.07,0,3.62,0.43,0,0,2.66,19.17,1474.67,2.45,4.97
120,0,0,0,0,5.32,18.74,0,14.44,12.98,0,4.33,0,2.12,171.7,0,0,8.39,0,0,1.61,472.57,0,41.03,61.39,108.76,0,0,0,0,20.21,1.8,0,0,0,0,0,2.25,34.36,1522.07,24.69,0
