stage,endocrine.pancreas,eye,fast.muscle,fin.epithelia,glial,gut,mesenchyme,muscle,neural
 24-34,0,0,0,0,0,0,0,0,1.85
 36-46,0,0.86,0,0,0,0,0,0,2
 48-58,0,0,2.19,0,1.78,0,0,0.54,0.98
 60-70,0,0,0.89,0,0,0,0,0,1.27
 84-94,0,0.83,0,0,0,0,0,0,0
 96-106,0,6.56,0,1.21,0,0,0,0.99,1.4
108-118,1.39,8.12,3.29,0,0,1.38,2.04,1,2.14
