stage,epidermis,mesenchyme,neural,periderm,spinal.cord,taste,visceral.smooth.muscle
 36-46,0,0,0,0,1.05,0,0
 48-58,0,0,0,2.62,0.46,0,0
 60-70,0,0,1.31,0,0,0,0
 72-82,0,0,0,0,0,1.01,0
 84-94,0,0.66,0,0,0,0,1.07
 96-106,0.6,0,0,0,0,0.72,0
108-118,2.97,0,0,0,0,0,0
