stage,epidermis,erythrocytes,eye,gut,hatching_gland,mesenchyme,muscle,neural,otic,periderm,spinal_cord,taste,vasculature
 10-12,0,0,0,0,0,0,0,13.33,0,0,0,0,0
 24-34,0,0,0,0,0,2.84,1.58,3.18,0,0,4.86,0,1.98
 36-46,3.3,0,0.59,0,0,1.65,1.16,4.24,0,1.31,1,0,0
 48-58,2.12,0,0,0,0,4.26,0,7.04,0,0,2.32,0,0
 60-70,4.92,0,0,0,1.71,0,0,3.05,0,5.18,1.65,0,0
 72-82,0,34.54,1,0,0,1,0,0,0,3.21,1.45,0,0
 84-94,1.78,2.31,2.65,0,0,1.21,0,0,0.88,1.87,0,0,0
 96-106,5.05,3.11,1.55,1.82,0,0,0,0,0,1.7,0,0.88,0
108-118,3.48,3.74,0,0,0,3.29,0,0,0,0.85,0,0,0
