stage,axial,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
 14-21,0,0,4.75,40.35,6.99,0,36.65,0,0,0,3.33,2.87,0,0.81,0,0.81,0,0,0,5.69,16.84,0,0,23.31,238.63,0,0,3.25,3.63,0,1.72,1.58,15.9,2.38,3.52,26.75,63.31,0,0,1.63,0,0
 24-34,0,0.65,12,27.44,3.48,0,114.43,0,1.63,2.33,19.55,4.36,0,8.2,0,2.19,0.85,2.75,1.57,4.13,176.6,0,1.64,59.7,667.95,4.29,5.92,12.88,0,0.99,39.22,0,0,9.73,2.62,9.28,129.59,0,0,49.5,0,1.53
 36-46,0,1.8,0.63,54.82,1.32,0,120.42,15.47,0,3.48,64.22,4.09,1.53,6.63,0.56,0.83,3.38,1.94,1.14,11.57,255.26,0.77,5.24,69,750.99,11.74,4.79,14.41,0,0,11.57,0,0,11.18,0,0,185,0,1.23,82.97,0,9.95
 48-58,0.39,0,0,31.2,0,0,180.79,5.38,3.39,16.77,110.26,3.27,0,11.76,0,1.33,9.82,3.16,1.88,7.32,317.54,0,11.17,47.75,876.64,8.01,6.25,8.08,0,5.82,18.41,0,0,10.25,2.16,0,197.26,0,0.74,67.4,0,20.61
 60-70,0,0,0,28.72,0,0,266.92,2,21.17,14.84,197.18,8.01,0,13.68,2,0,2.72,15.11,7.67,2.61,477.46,3.83,5.79,70.31,1135.17,13.53,8.46,34.64,0,2.19,7.79,0,0,0,2.14,0,191.98,0,16.65,43.22,0.98,60.19
 72-82,0,3.19,0,40.59,8.42,0,260.28,7.01,22.73,22.14,347.72,10.67,1.51,14.35,5.67,5.91,3.77,8.46,1.66,12.38,673.23,3.48,51.59,74.38,1276.86,5.28,11.25,27.18,0,7.16,19.33,0,0,8.41,0,0,206.61,2.47,16.89,108.91,25.16,13.46
 84-94,0,4.2,0,66.47,8.16,1.81,321.21,5.45,36.49,11.96,272.85,18.26,0,11.09,5.52,15.23,14.45,9.23,8.46,1.68,488.77,6.41,46.09,39.86,965.79,18.27,12.51,48.12,0,2.52,65.98,0,0,14.03,19.46,0,206.31,5.08,15.56,124.55,27.22,6.11
 96-106,0,8.08,0,88.14,14.77,1.66,295.98,4.48,24.34,14.4,367.05,23.44,0,15.63,17.2,15.29,16.68,22.78,13.7,4.38,673.09,6.09,24.9,59.49,916.5,18.86,20.5,45.86,0,12.24,75.56,0,0,10.04,7.31,0,66.2,9.66,15.41,134.8,37.38,15.19
108-118,0,0,0.44,139.72,12.81,21.54,354.61,16.39,39.47,18.84,377.28,26.75,0,9.3,14.28,18.45,16.88,17.85,13.21,4.96,650.54,6.28,31.04,72.71,1178.36,17.56,13.3,68.76,0,40.46,55.64,0,0,9,4.21,0,117.04,10.12,19.52,137.4,18.81,40.99
120,0,3.73,0,217.32,12.67,1.71,464.81,16.77,33.76,45.22,496.55,40.41,0,25.65,18.87,14.06,14.22,9.52,21.85,9.24,721.31,2.82,55.93,82.91,1819.92,37.97,28.38,87.56,0,44.78,90.3,0,1.12,6.34,0,0,66.88,4.23,17.51,272.74,32.57,0
