stage,erythrocytes,eye,glial,iridophores,mesenchyme,neural,olfactory,otic,periderm,spinal.cord,vasculature
  5-6,0,0,0,0,0,0,0,0,6.81,0,0
  7-9,0,5.36,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,1.32,2.14,0,0,0,2.14,0
 24-34,0,0,0,0,0,1.05,0,0,0,0,0
 36-46,0,0,0,0,0,2.1,0,0,0,0,0
 48-58,0,0,0,0,4.7,1.23,0,0,0,0,0.42
 60-70,0.76,0,0.93,0,0,0,0,0,0,0,0
 72-82,0,1.3,0,0,0,0.92,0,0,0,0,0
 84-94,0,0,0.64,0,0,0,0.95,0,0,0,0
 96-106,0,0,0,1.08,0,0,1.28,0.65,0,0,0
108-118,0,0,0,0,0,0,1.77,0,0,0,0
