stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,244.66,7063.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.97,0,0,0,0,0,0,0,0,0,0,0
  5-6,420.65,5525.04,0,20.94,0,0,0,0,0,0,0,0,25.82,0,0,0,0,0,0,0,0,0,0,0,295.38,7.03,0,0,31.8,0,122.91,0,0,0,0,0,0,0,0,0,0,0
  7-9,131.42,233.25,0,292.12,0,0,0,614.51,0,0,0,0,160.87,0,0,0,0,0,0,0,0,0,0,0,6296.03,116.15,0,0,2042.88,0,15.22,48.32,0,0,0,0,0,0,0,0,0,0
 10-12,0,205.66,0,460.93,0,56.95,0,446.21,0,0,0,0,24.1,0,0,0,0,0,0,0,0,0,0,0,5956.02,62.6,0,0,1270.3,0,6.2,24.28,4.36,236.02,0,9.11,9.81,0,0,0,0,0
 14-21,0,0,0,17.28,190.3,15.68,0,61.04,0,0,33.48,7.51,0,1.07,0,3.84,0,0,0,1.13,76.79,0,0,47.39,1301.65,0.98,7.77,32.81,19.03,0,0,1.23,52.61,4.76,3.48,34.29,392.67,0,0,5.17,0,0
 24-34,4.02,0,0,9.02,60.96,11.72,0,261.93,0,0.76,57.33,4.89,1.11,0.8,2.02,15.36,0.64,13.1,2.78,0,209.43,4.43,0.81,65.67,3430.89,0.82,29.29,31.64,0,0,9.03,0,2.22,4.36,0,16.59,720.08,0,0,13.81,0,0.86
 36-46,0,0,0,2.85,47.92,0,0,787.95,0.64,9.09,84.3,1.28,0,1.57,31.29,4.83,9.46,16.1,2.01,16.59,264.88,2.59,8.05,74.19,4140.88,0,41.92,28.43,0,0.97,7.46,1.61,0,0,0,0,948.11,0,0.85,9.62,0,0
 48-58,0.58,0,0.44,0,31.43,0,0,897.28,1.9,9.06,103.92,2.29,2.51,1.83,4.78,8.11,0,14.55,0.37,8.97,298.16,4.8,8.04,38.2,2591.66,1.94,18.65,16.18,0,0.45,2.17,0,0.92,0,0,0,618.76,0,0.42,13.16,0,10.31
 60-70,0,0,1.1,0,32.68,0.72,0,927.38,0,1.38,113.19,9.9,4.79,2.41,18.16,3.9,0.6,21.41,5.5,0,237.25,4.56,9.82,50.89,2342.72,4.84,19.44,17.64,0,0.71,8.13,0,0,0,0,0,476.64,0,2.18,2.5,0.98,12.79
 72-82,0,0,2.36,0,37.6,10.11,0,503.85,3.01,7.8,48.23,16.27,1.09,1.95,18.98,8.57,5.46,16.25,6.13,0,224.37,4.69,10.03,20.26,1512.02,0,39.85,15.83,0,0,3.46,0,0,0,0,0,320.99,5.09,3.61,11.16,4.02,0
 84-94,0,0,0,1.01,44.83,18.03,0,404.64,3.72,7.15,60.37,16.87,1.36,6.18,16.43,10.13,2.76,19.25,0,2.28,211.36,3.43,12.33,26.41,1021.58,0,10.08,25.06,0,0,22.66,0,0,0.73,0,0,227.78,12,3.99,7.25,2.92,5.92
 96-106,0,0,0,0,46.3,14.68,0.6,228.9,0.58,3.71,64.64,12.76,0,1.55,14.5,11.4,4.29,13.63,9.08,0,183.03,15.31,3.73,16.36,858.7,2.21,19.53,28.84,0,2.33,13.85,3.39,0,1.46,0,0,92.97,19.03,5.18,6.21,5.09,8.44
108-118,0,0,0.61,0,59.86,13.04,0.5,271.1,2.3,4.62,35.37,8.98,0,2.95,16.84,14.96,5.24,10.71,1.83,3.13,231.72,2.75,8.15,17.92,1196.53,0,20.55,14.83,0,2.26,20.21,0,0,2.02,0,0,104.1,30.54,0,12.09,1.8,5.09
120,0,0,0,0,65.01,28.8,0,315.11,1.11,6.71,72.42,3.16,0,5.73,62.57,10.22,3.73,5.58,3.61,0,233.29,0,4.69,19.74,1405.72,1.28,14.86,19.82,0,0,9.09,0,0,0,0,0,150.83,6.33,1.54,11.3,7.98,1.1
