stage,erythrocytes,exocrine.pancreas,eye,fin.epithelia,glial,mesenchyme,neural,notochord,periderm,spinal.cord
 14-21,0,0,0,0,0,0,2.14,0,0,0
 24-34,0,0,0,0,0,0,3.98,0.79,0,0
 36-46,0,0,0,0,0,0,0.85,0,0,0.96
 48-58,0,0,0.78,0,0,0,10.81,0,0,0
 60-70,0,0,4.09,0.59,0,0,1.37,0,0,0
 72-82,0,0,0,0,0,2.41,0,0,0,0
 84-94,0,0,0,0,2.1,0,0,0,0,0
 96-106,0,0,0,0,0,2.55,0,0,1.24,0
108-118,1.13,0.58,0,0,0,2.96,0,0,0,0
120,0,0,0,0,0,0,13.3,0,0,0
