stage,blastomeres,epidermis,eye,gut,immune,mesenchyme,neural,periderm,spinal.cord
  5-6,8.18,0,0,0,0,0,0,0,0
 24-34,0,0,0,0,0,0.75,0,0,2.74
 36-46,0,0,0,0,0,0.65,0,0,0
 48-58,0,0,0.83,0,0,0,0.39,0,2.32
 60-70,0,0,0,0,0,0,0,3.22,0
 72-82,0,0,1.12,0,0,0.67,1.37,3.46,0
 84-94,0,0,2.65,0,0,0,0,1.33,0
 96-106,0,0,0,0,0,0,0,0.95,0
108-118,0,0,0,1,0,0,0,0,0
120,0,1.33,0,0,1.01,0,2.51,7.48,0
