stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,13.05,123.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,247.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,35.03,11.09,0,10.54,0,0,0,48.62,0,0,0,0,0,19.73,0,0,0,0,0,0,0,0,0,0,0,369.37,10.82,0,0,149.23,0,0,4.77,0,0,0,0,0,0,0,0,0
 10-12,0,9.54,0,49.38,0,9.89,0,67.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,614.87,29.2,0,0,255.6,0,0,16.55,0,43.7,0,0,0,0,0,0,0
 14-21,0,0,1.69,0,5.24,0,0,7.8,0,0,0,1.06,0,0,0,0,0.84,0,0,0,0,0.88,0,0,1.72,112.56,0.87,0,2.92,0,0,0,0,11.65,2.68,10.88,27.88,0,0,0.96,0,0
 24-34,0,0,0.65,0,6.88,0,0,25.81,0,0,0,5.02,0.66,0,3.45,0,0,0,6,1.85,0,26.91,0,0,13.74,430.79,1.86,2.73,3.79,0,0,8.16,0,0,1.58,4.79,71.89,0,0,13,0,0
 36-46,0,0,0,0.84,0.71,0,0,46.78,0,5.83,3.45,24.37,0,0,1.06,2.2,0,0,0.67,0,2.25,33.15,0,0.77,5.01,545.32,0,5.01,1.73,0,0,14.6,0,0,0.6,0,89.43,0,0,1.7,0,0.57
 48-58,0,0,0,0,3.95,0,0,88.52,0,0,2.79,23.8,0,0,0.8,0,0,0,0,0,2.86,51.35,0,2.75,10.37,507.36,0,4.27,2.18,0,0.45,0.65,0,0,0,0,152.69,0,0,2.88,0,3.81
 60-70,0,0,0,0,5.53,0,0,165.48,0.58,0.97,2.69,34.47,0,0,2.41,0,5.28,0.72,0.69,0,0,69.97,0,0,5.8,480.3,0,0.84,2.32,0,0,5.57,0,0,0,0,96.07,0,4.63,3.94,0,3.58
 72-82,0,0,0.86,0,2.53,2.6,0,173.49,0,4.54,1.7,35.31,0.88,0,0,1.72,0.56,0.64,1.37,0,0.64,129.28,0,1.96,5.07,520.93,0.52,1.13,4.05,0,1.03,9.59,0,0,1.23,0,74.71,0.88,0,14.68,0,7.56
 84-94,0,0,0,0,3.66,9.8,0,109.58,0,2.22,2.08,41.48,2.19,0,0.8,1.5,7.15,1.35,0.78,0,0,74.03,0,0,6.39,275.17,0.94,0,3.14,0,0,26.73,0,0,1.91,0,60.38,2.74,1.13,15.46,1.22,0
 96-106,0,0,0,0,12.95,4.57,0,118.48,0,0.83,1.72,46.65,5.5,0,1.21,1.62,0.9,0,1.15,1.45,1.06,74.31,3.47,1.14,3.14,233.21,0,3.39,2.62,0,0,6.67,0,0,0,0,20.01,2.03,0.78,3.08,0.92,3.16
108-118,0,0,0.71,0,6.54,2.32,0.75,107.85,0,1.54,4.15,35.76,3.11,0,1.19,0,1.01,1.19,0,5.82,2.73,86.4,0.54,1.21,4.52,371.49,0.51,4.49,9.6,0,0,25.19,0,0,2.17,0,25.53,0.43,0,14.27,0,5.34
120,0,0,0,0,10.86,1.46,0,52.48,1.18,2.41,3.64,41.61,1.34,0,1.61,3.59,4.61,3.19,2.39,8.26,0,144.44,1.49,21.21,11.37,405.13,0,14.25,1.12,0,0,7.74,0,0,4.05,0,43.44,0,0,4.51,0,0
