stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,120.32,2185.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.7,0,0,0,0,0,0,0,0,0,0,0
  5-6,82.14,980.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.94,10.72,0,0,0,0,17.96,0,0,0,0,0,0,0,0,0,0,0
  7-9,29.1,5.39,0,36.19,0,0,0,73.21,0,0,0,0,0,67.58,0,0,0,0,0,0,0,0,0,0,0,576.19,42.05,0,0,150.27,0,30.53,7.62,0,0,0,0,0,0,0,0,0,0
 10-12,0,33.27,0,86.69,0,0,0,91.87,0,0,0,0,0,284.94,0,0,0,0,0,0,0,0,0,0,0,1524.91,171.37,0,0,379.97,0,20.41,6.41,0,49.4,0,5.96,4.47,0,0,0,0,0
 14-21,0.89,0.93,9.76,9.05,273.69,69.44,0,44.27,0,3.02,0,7.73,12.6,164.73,4.55,0,11.8,0,0,5.4,6.16,83.81,0,0,53.88,590.49,177.33,11.19,10.39,15.03,0,86.74,1.53,63.86,8.64,30.85,122.59,245.39,0,0,16.47,0,5.58
 24-34,0,0,6.55,6.97,84.74,21.97,0,143.29,0,9.91,10.12,40.76,2.85,44.42,4.93,12.92,53.12,1.76,10.62,17.33,43.22,120.82,13.43,1.39,89.44,1686.47,42.26,49.03,16.71,10.77,0,200.36,0,0,13.98,4.79,43.65,371.97,0,0,68.85,0,37.35
 36-46,0,0,1.83,0.56,55.7,1.2,0,210.2,1.67,2.9,14.72,60.19,0.66,0,6.85,17.11,28.9,3.68,3.09,1.46,30.9,148.05,22.31,0.74,29.07,1729.15,48,42.6,18.98,0,0,251.32,0,0,11.99,0,0.56,416.52,0,0,39.62,0,33.17
 48-58,0,0,1.27,0,29.13,6.26,0,538.23,2.5,10.88,21.11,175.05,4.93,3.6,11.07,12.62,12.97,1.43,4.9,12.38,48.86,244.54,8.02,12.49,36.72,1809.99,14.62,20.25,13.8,0,0,175.72,0,0,2.26,5.52,0,414.33,0,2.98,21.25,0,70.83
 60-70,0,0,11.55,0,59.7,3.04,2.15,1112.05,9.96,10.67,23.43,163.8,15.38,1.3,2.37,15.8,4.33,4.77,6.6,4.29,10.89,340.23,6.23,29.57,23.11,1754.46,11.45,10.95,12.38,0,6.7,164.07,0,0,7.95,1.34,0,266.11,0.61,5.03,23.51,1.65,27.8
 72-82,0,0,15.52,0,33.84,44.8,4.27,1216.98,4.52,5.23,34.59,161.2,24.21,0,11.76,19.24,7.49,8.92,15.21,21.73,10.57,347.77,18.77,16.77,34.09,1408.67,2.82,29.67,21.94,0,3.87,74,0,0,8.2,2.51,0,109.6,11.45,13.77,45.58,9.93,30.28
 84-94,0,0,11.21,1.61,89.93,29.37,12.13,1027.94,4.74,11.13,22.31,122.09,47.92,2.14,6.4,49.98,26.84,20.48,19.75,20.27,1.49,327.82,19.08,14.52,38.82,1023.99,6.59,21.64,26.17,0,0.77,298.33,0,0,10.56,0,0,126.42,21.77,10.81,49.71,8.8,14.8
 96-106,0,0,12.72,0,96.81,43.45,23.11,823.46,1.72,6.69,25.32,163.21,70.33,0,3.39,36.18,33.79,11.42,16.09,40.27,4,241.2,37.55,8.29,37.79,793.76,2.45,46.76,22.46,0,4.3,246.28,0,0,9.02,1.86,0,53.85,13.24,9.76,48.55,11.16,20.77
108-118,0,0,7.76,1.39,75.79,22.28,62.8,728.48,4,17.4,12.21,138.18,62.41,0,2.87,37.8,21.55,10.66,21.18,35.72,8.05,212.18,19.99,3.92,28.27,1153.06,14.26,26.3,30.24,0,1.33,208.19,0,0,2.51,1.24,0,37.61,18.65,4.34,29.81,5.81,24.37
120,1.12,0,3.95,0,85.96,26.83,16.38,564.9,7.27,10.41,16.18,183.66,63.08,5.2,8.67,45.26,13.44,5.86,12.59,38.52,0,175.58,5.35,8.24,12.98,1148.17,9.21,30.29,19.88,0,10.18,184.95,0,0,2.85,0,0,26.81,0,0,43.68,5.15,4.74
