stage,eye,glial,lateral.line,mesenchyme,muscle,neural,olfactory,spinal.cord
 14-21,0,0,0,0,0,1.87,0,0.85
 24-34,0,0,0,0,0,9.75,0,0.7
 36-46,3.12,0,0,0,0,3.31,0,1.18
 48-58,4.67,0.67,0,0,0.59,6.08,0,2.43
 60-70,0,6.95,0,2.94,0,16.97,0,0
 72-82,5.03,0,1.05,1.91,0,11.84,0,0
 84-94,14.24,0,0,0,0,0,0,0
 96-106,0,0,0,0,0,4.89,1.96,0
108-118,0.71,0,0,0,0,1.66,0,0
120,0,0,0,0,0,13.83,0,0
