stage,axial,endocrine_pancreas,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
 14-21,0,0,5.04,84.34,51.47,0,4.71,0,0.87,0,29.31,12.02,0.99,0.89,0,3.02,0,0,0,1.08,26.15,0,0,8.33,142.82,103.08,0,4.67,11.51,0,77.48,0,7.97,15.1,451.6,38.59,232.47,0,0,277.76,0,0
 24-34,0,0.67,0.67,69.41,32.76,0,31.3,0,33,0,28.18,1.16,0.81,4.86,0,13.85,0,1.37,8.48,64.69,79.2,3.8,1.52,46.49,636.11,12.54,19.71,14.77,0,0,533.26,0,0,161.78,103.78,3.44,295.76,0,0,877.92,0,24.74
 36-46,0,0,0,40.95,0,0,46.37,0.94,31.88,3.38,11.9,2.52,0,3.22,10.89,8.57,9.5,2.58,24.27,785.57,191.12,6.19,3.94,30.88,1019.19,12.39,6.33,12.91,0,0,787.03,0,10.57,179.23,35.64,1.09,385.51,0,1.23,439.98,0,223.53
 48-58,0,0,0,43.42,2.67,0,185.71,1.78,46.27,3.08,57.03,0,0.57,2.18,7.93,2.12,14.26,1.39,19.53,1005.27,295.99,6.14,0.56,19.22,898.34,13.02,1.87,8.47,0,0,525.22,0.56,0,71.98,1.93,0,170.78,0,0,310.92,0,920.1
 60-70,2.52,0,0,52.24,0,0,287.25,0,60.93,5.11,73.06,2.43,0,3.42,0.63,0.74,32.74,9.1,6.65,616.9,572.52,18.33,2.9,22.14,680.9,2.68,4.76,22.25,0,1.9,416.23,0,0,61.31,0,0,101.06,2.14,15.18,218.37,6.42,1311.89
 72-82,0,0.69,0,46.57,1.41,0.9,328.01,0,30.24,11.04,184.98,7.54,0.65,11.45,2.91,4.48,61.83,15.11,5.03,563.49,773.68,13.03,17.17,24.01,742.78,5.43,6.57,28.83,0,0.87,327.83,0,0,70.11,0,0,105.12,2.75,60.36,359.76,13.2,1703.2
 84-94,0,0.73,0,88.5,5.2,5.07,184.13,1.92,71.14,4.62,162.91,6.66,0,2.29,3.22,11.76,84.97,15.85,2.35,872.19,701.34,12.08,6.93,35.32,490.84,6.83,6.46,47.08,0,0,911.45,0,0,111.45,1.27,0,52.67,2.99,16.8,288.27,7.07,1220.07
 96-106,0,5.34,0,87.31,44.09,1.91,238.15,1.22,63.39,0.71,240.41,18.44,0,0,3.79,12.83,90.97,23.57,16.66,397.4,967.5,21.44,3.58,23.5,452.79,18.26,17.99,74.79,0,5.47,730.27,0,0,92.84,2.55,0,31.81,19.6,32.08,366.65,24.06,1116.88
108-118,0,3.86,0.65,141.72,11.87,12.43,204.59,0.99,136.28,6.72,330.09,23.89,0,1.01,6.77,41.48,213.09,27.44,17.41,611.01,1012.72,29.86,21.17,20.34,665.7,25.79,19.34,66.11,0,3.64,950.9,0,0,103.06,0.5,0,25.24,27.71,35.51,166.34,34.5,1411.58
120,0,0,0,62.08,10.09,9.47,207.88,0,109.52,4.24,391.42,7.92,0,2.09,3.53,11.24,95.3,17.02,35.05,179.41,811.56,11.68,52.54,44.32,941.96,27.45,17.39,91.54,0,12.9,517.95,0,0,88.35,0,0,70.46,8.68,9.19,302.87,21.28,591.68
