stage,epidermis,eye,immune,mesenchyme,muscle,neural,olfactory,otic,periderm,pronephros,slow.muscle,spinal.cord,vasculature
 14-21,0,1.01,0,0,0,0,6.04,0,0,0,0,0,0
 24-34,1.18,2.95,0,0,1.24,0,15.75,0,0,0.83,0,0,0
 36-46,0,0,0,0,0,2.42,21.92,0,0,0,0,0,0
 48-58,0,0,0,0,0,0.44,10.7,0,0,0,6.36,0.66,0.58
 60-70,0,0,0,0,0,0,21.34,0,0,0,0,0,0
 84-94,0,0,0,0.55,0,0.66,3.78,0,1.35,0,0,0,0
 96-106,0,0,0,0,0,0.69,17.91,0.93,0,0,0,0,0
108-118,0,0,0,0,0,0,4.39,0,0,0,0,0,0
120,0,0,5.93,0,0,2.12,28.84,0,0,1.2,0,0,0
