stage,blastomeres,epidermis,eye,muscle,neural,olfactory,otic,somites,spinal.cord
  5-6,10.17,0,0,0,0,0,0,0,0
  7-9,4.45,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,4.35,0,0,0,0
 14-21,0,0.96,0,0,0.84,0,0,0.88,0
 24-34,0,0,0.73,0,0.93,0,0,0,1.44
 36-46,0,0,0,0,2.4,0,0,0,0
 48-58,0,0,0.49,0,0.49,1.13,0,0,0
 60-70,0,0,0.78,0,0,2.05,1.97,0,0
 72-82,0,0,0,0,0,2.46,0,0,0
 84-94,0,0,3.16,0,0,0,0,0,0
 96-106,0,0,0.83,0,0,0.66,0,0,0
108-118,0,0,0.84,0.97,0,0,0,0,0
120,0,0,9.01,0,0,0,0,0,0
