stage,blastomeres,eye,glial,mesenchyme,neural,periderm,pgc,spinal.cord
  5-6,12.53,0,0,0,0,0,0,0
 10-12,0,0,0,0,4.23,0,3.78,0
 14-21,0,0,0,0,0,1.11,0,0
 24-34,0,0,0,0,0.6,0,0,0
 36-46,0,0,0,0,1.09,0,0,0
 48-58,0,1.69,0,0,3.21,0,0,0.59
 60-70,0,0,1.6,0,3.97,0,0,0
 72-82,0,1.27,0,0.49,0,0,0,3.34
 96-106,0,3.72,0,0,5.54,0,0,0
120,0,0,0,3.28,0,0,0,0
