stage,axial,blastomeres,endoderm,epidermis,erythrocytes,exocrine_pancreas,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,272.65,5031.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.19,0,0,0,0,0,0,0,0,0,0,0
  5-6,507.4,5145.15,0,0,0,0,0,0,0,0,0,0,19.78,0,0,0,0,0,0,0,0,0,0,0,118.14,0,0,0,31.16,0,73.07,0,0,0,0,0,0,0,0,0,0,0
  7-9,133.12,62.4,68.23,0,0,0,137.42,0,0,0,0,0,93.53,0,0,0,0,0,0,0,0,0,0,0,2033.09,86.32,0,0,560.98,0,0,33.4,0,0,0,0,0,0,0,0,0,0
 10-12,0,18.11,40.41,0,7.85,0,145.32,0,0,0,0,0,20.32,0,0,0,0,0,0,0,0,0,0,0,1286.03,62.1,0,0,447.72,0,0,11.7,4.19,70.01,0,9.66,0,0,0,0,0,0
 14-21,0,0,3.37,24.29,3.92,0,4.44,0,0,0,0,0,0,0.97,0,0,0,0,0,0.86,6.27,0,0,6.26,121.86,5.44,0,6,7.37,0,0,0,13.68,1.86,0.99,11.96,19.15,0,0,1.25,0,0
 24-34,0,0,0,6.15,0,0,31.33,0,0,3.17,5.25,1.43,0,0,1.61,0,0,0.82,0.94,0,22.21,0.91,0,8.89,335.68,4.82,1.97,0.67,0,0,4.15,0,0,0,0,3.87,78.45,0,0,7.84,0,0.77
 36-46,0,0,0,14.82,0.76,0,47.22,0,9.49,1.41,13.5,0,0,0,12.74,13.46,0,0.94,12.43,0,21.18,0,1.06,13.44,261.48,0,2.35,3.85,0,0,13.44,0,0,0,0,0,39.71,0,0,6.61,0,0
 48-58,0,0,0,6.01,7.3,0,135.43,0,9.35,0,31.5,1.56,0,0.69,0.54,0.5,0,0,0.66,3.09,31.06,0.95,4.7,6.85,301.6,0,1.64,7.3,0,0.46,16.19,0,0,0,0,0,43.95,0,0,1.49,0,2.07
 60-70,0,0,0,13.84,0,0,80.35,0.6,0,6.36,17.89,5.82,0,0,3.47,1.69,0,0,6.31,4.77,29.21,0,0,12.94,155.97,0,0,1.97,0,0,7.19,0,0,0,0,0,12.22,0,0,2.1,0,0
 72-82,0,0,0,8.33,0,0,84.69,0,1.3,0.6,10.92,4.04,0,0.58,1.76,0.7,1.62,1.63,0,0,52.58,0,0.49,2.34,98.61,0.51,0.74,0.54,0,0,7.48,0,0,0,0,0,1.31,1.36,0,0,1.81,4.49
 84-94,0,0,0,3.27,1.39,0,31.64,0,0,0,6.67,3.23,0,0,2.95,1.31,0,0,0.58,0,14.85,1.16,1.33,0.68,54.78,0,0,0,0,0,0,0,0,0,0,0,0.74,0,0.57,5.96,0,0
 96-106,0,0,0,1.31,0,0,24.25,0,0,0,2.91,0.94,0,0,2.16,0,0.63,3.75,0,0,4.13,0,0,0,17.06,0,1.87,2.5,0,1.47,0,0,0,0.67,0,0,0,0,0,0.65,0.69,0
108-118,0,0,0,1.9,0.57,0.49,10.2,0,0,0,3.11,1.12,0,0,0.61,1.05,1.05,0.98,0,0,3.13,0,1.27,3.39,37.97,0,0,0,0,0,3.34,0,0,0,0,0,0,0,0,0.73,0,0
120,0,0,0,4.7,1.36,0,11.45,0,0,0,7.04,0,0,0,6.57,0,0,0,0,0,9.36,0,0,3.2,99.95,0,0,0,0,0,4.46,0,0,0,0,0,0,0,0,2.1,0,0
