stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,132.43,7702.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299.64,0,0,0,0,0,0,0,0,0,0,0
  5-6,134.84,2251.34,0,6.55,0,0,0,0,0,0,0,0,51.1,0,0,0,0,0,0,0,0,0,0,0,134.73,0,0,0,18.5,0,47.74,0,0,0,0,0,0,0,0,0,0,0
  7-9,4.2,20.94,0,94.81,0,5.98,52.67,0,0,0,0,0,39.29,0,0,0,0,0,0,0,0,0,0,0,847.29,4.99,0,0,392.82,0,0,43.31,0,0,0,0,0,0,0,0,0,0
 10-12,0,98.81,0,71.08,0,29.38,125.95,0,0,0,0,0,12.15,0,0,0,0,0,5.32,0,0,0,0,0,2285.29,24.58,0,0,473.61,0,5.07,10.95,0,19.77,0,13,0,0,0,0,0,0
 14-21,0,0,0,4.64,60.97,4.77,20.95,0,0,0,10.02,0,0,0,0,0,0,0,10.96,0,42.19,0,0,38.54,452.25,6.14,2.14,10.6,2.03,0,7.34,0,19.7,3.54,0,41.1,157.97,0,0,4.09,0,0
 24-34,0,0,0,1.97,20.15,1.16,59.1,0.91,3.01,0.97,14.27,1.35,0,6.03,0,0.99,0.63,0,19.97,2.98,89.39,0.63,0,32.11,1084.37,1.24,9.93,6.75,0,0,30.95,0,2.35,3.16,0,16.85,275.67,0,0,27.36,0,0.75
 36-46,0,0,0,0,26.12,3.22,127.98,7.22,4.78,8.43,23.42,1.45,0,1.51,4.74,0,12.32,0.7,14.33,0,102.72,0,1.42,20.8,1109.58,2.24,10.28,2.33,0,0,30.6,0,5.49,0.67,0,0,234.47,0,0,14.98,0,0.66
 48-58,0,1.29,0,0,8.67,0,206.32,3.73,0.75,0.42,53.31,0,0,0,0,0.49,0,2.78,4.8,1.57,102.37,3.08,2.44,18.46,985.84,3.03,12.21,3.14,0,0,25.83,0,0,0,0,0,223.54,0,0.37,10.66,0,0
 60-70,0.81,0,0,0,18.27,0,264.65,4.65,6.67,9.57,62.23,2.05,0,0.76,0.65,0,0,0.77,0.78,10.04,90.07,0,2.91,10.04,800.88,5.31,4.38,10.24,0,2.33,14.66,0,0,1.9,0,0,153.93,0.81,4.01,0,0,3.49
 72-82,0,0,0,0,11.74,5.61,197.67,0.74,0,4.23,54.89,0,0,0,5.58,0.95,0.49,1.95,0,3.59,91.28,1.79,8.39,5.66,580.5,4.24,5.29,6.94,0,2.33,13.78,0,0,0.82,0,0,86.22,0.5,0.51,11.89,1.33,10.67
 84-94,0,0,2.44,0,16.63,2.09,172.32,0.69,1.48,0,40.94,3.55,0,1.81,0.75,2.17,0.83,2.37,2.23,0,76.58,1.05,6.17,6.27,435.87,2.23,3.59,7.71,3.85,2.25,39.55,0,0,1.04,0,0,99.51,4.39,5.32,16.65,2.07,0
 96-106,2.68,0,4.53,0,12.21,17.53,125.11,4.36,0.57,11.39,46.42,7.35,0,1.45,3.14,4.87,0.57,1.02,0,0,73.82,0,4.03,5.3,289.25,0.71,7.02,3.8,0,5.86,35.67,2.06,0,0,6.34,0,21.86,1.86,1.08,5.45,3.03,4.97
108-118,0,0,0.91,0,22.09,2.25,135.67,0,1.77,4.7,54.57,5.27,0,0,0,0.65,1.89,0.45,0.9,0,83.13,3.97,3.96,4.83,437.03,1.09,5.6,2.32,0,1.83,15.56,0,0,0.42,0,0,28.81,3.64,1.57,8.6,2.73,8.05
120,1.19,0,0,0,31.35,3.09,158.1,0,0,8.03,52.36,7.61,0,0,16.09,15.24,1.17,3.78,0,0,81.43,0,11.21,5.56,922.23,5.05,22.27,10.31,0,0,5.67,0,0,1.13,0,0,24.48,2.29,5.29,12.85,0,0
