stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,pgc,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,0,54.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  5-6,0,64.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.76,0,0,0,0,0,0,0,0,0,0,0
  7-9,0,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.35,0,0,0,16.91,0,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,0,0,0,0,0,0,0,0,0,0,0,4.71,0,0,0,0,0,0,0,0,0,0,0,37.43,8.68,0,0,14.89,0,0,6.79,0,0,0,0,0,0,0,0,0,0
 14-21,0,0,0,0,54.15,6.64,1.13,0,0,0,0,0,0,0,0,0,0,0,1.72,0,3.94,0,0,2.62,5.65,3.21,0,0,1.09,0,1.52,0,2.26,0,0,0.87,0.96,0,0,6.81,0,0
 24-34,0,0,0,0,105.01,0,1.77,0,0,0,0,0,0,4.69,5.93,5.37,0,0,4.08,6.95,3.89,3.8,0,0,36.03,0,0,0,0,0,7.66,0,0,0,0,0.66,4.39,0,0,111.32,0,1.68
 36-46,0,0,0,0,109.64,0.67,1.77,0,4.28,0,0.99,0.59,0,15.96,0,0,0,0,2.68,36.04,11.17,1.96,1.32,0.82,40.99,1.72,0.93,0,0,0,0,0,0,0,0,0,6.36,0,0,96.16,0,18.92
 48-58,0,0,0,0,108.05,0,5.55,0,5.93,0,2.91,0,0,14.57,9.07,4.72,0,0.87,0,47.22,12.82,2.08,3.26,0.89,63.09,8.28,3.13,0,0,0,1.04,0,0,0.37,0,0,3.69,0,0,107.36,0.78,17.29
 60-70,0,0,0,0,69.1,0,5.67,0,10.85,0,16.58,0,0,8.93,2.1,0.61,0,2.01,0,28.97,86.32,0.63,27.13,3.03,34.23,2.53,0,1.83,0,0,0,0,0,0,0,0,2.75,0,20.48,137.75,17.65,58.51
 72-82,0,0,0,0,14.04,4.09,32.49,0,12.25,1.1,15.37,0,0,26.25,1.09,1.37,1.21,8.21,0,58.52,198.83,1.06,58.27,5.76,56.14,0,0,11.06,0,0.72,1.54,0,0,1,0,0,3.09,0,34,303.35,49.36,34.78
 84-94,0.62,0,2.22,1,82.89,8.01,36.47,1.3,17.09,4.84,20.54,0.83,0,13.65,4.83,2.4,0,0,0,83.93,188.09,1.27,61.33,0,51.54,0,0,9.01,0,0,0.56,0,0,0,0,0,7.15,0,59.21,283.65,94.01,16.43
 96-106,0,0,0,0,56.87,5.55,23.7,2.15,7.1,1.03,2.92,2.62,0,25.95,3.9,0.81,5.27,14.71,3.27,71.87,211.37,0.84,45.43,2.47,89.76,0,0,28.87,0,1.82,5.6,0,0,0.9,0,0,0,0.56,32.39,509,82.37,61.74
108-118,0,0,0.62,0,65.66,14.26,32,0.64,17.65,1.76,24.05,1.07,2.74,22.6,7.34,4.34,2.54,2.97,0,135.94,349.32,3.56,112.98,4.78,106.38,0,0,19.74,0,20.29,0.59,0,0,0.58,0.59,0,4.73,0,42.9,344.97,54.48,33.39
120,0,0,0,0,64.28,0,11.89,0,12.8,0,0,0,0,87.82,15.73,4.02,0,8.56,0,74.1,330.87,1.13,128.99,10.43,168.77,0,1.29,40.13,0,12.79,0,0,0,1.86,0,0,20.33,0,21.26,464.58,102.41,10.63
