stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,490.09,9342.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194.93,0,0,0,0,0,0,0,0,0,0,0
  5-6,1289.97,20093.93,0,10.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453.82,77.32,0,0,153.84,0,371.38,0,0,0,0,0,0,0,0,0,0,0
  7-9,423.92,680.7,0,677.89,0,0,0,2193.11,0,0,0,0,0,425.19,0,0,0,0,0,0,0,0,0,0,0,16108.55,725.5,0,0,5338.68,0,50.73,50.63,0,0,0,0,0,0,0,0,0,0
 10-12,7.59,489.15,0,814.16,0,124.6,0,1307.15,0,0,0,0,0,248.22,0,0,0,0,0,9.05,0,0,0,0,0,12925.22,518.38,0,0,5237.04,0,27.59,40.47,37.15,760.4,0,93.69,5.88,0,0,0,0,0
 14-21,3.62,0,16.74,96.28,2000.54,615.5,0,1158.15,0,15.25,0,136.28,36.42,80.34,26.02,29.96,253.81,5.35,6.89,16.6,62.1,627.26,21.53,0,539.54,8469.38,431.24,54.29,126.7,267.57,0,379,46.33,1539.65,339.68,1005.57,4027.8,2515.89,0,0,67.44,0,70.9
 24-34,0.88,2.5,19.88,76.79,1335.19,356.79,0,3224.6,388.2,110.33,37.76,370.67,45.06,12.62,38.2,162.93,775.86,50.89,94.3,99.55,244.23,1798.71,136.94,5.66,847.03,17927.34,245.36,297.83,261.08,0,4.73,1405.35,4.8,9.82,413.67,1025.62,1520.08,4094.88,0,0,509.05,0,304.08
 36-46,0,0,12.31,9.53,726.06,41.96,0,3991.66,689.43,126.2,81.95,575.6,54.22,6.06,46.19,241.99,580.8,77.91,64.41,120.06,222.68,1704.62,83.12,28.89,575.71,17353.48,131.3,229.28,192.44,14.25,2.47,1513.18,12.08,10.66,305.68,1148.02,82.54,3759.85,0,2.21,312.33,0.78,213.07
 48-58,1.15,0,13.28,9.91,720.06,58.46,0,6823.54,629.22,177.5,125.83,1240.26,112.89,53.74,56.38,170.74,290.85,178.19,62.17,168.59,167.43,2212.64,80.12,95.44,654.52,16820.69,134.22,172.17,203.99,0,2.63,863.39,1.49,6.48,160.06,888.07,2.82,3420.44,0,5.34,283.69,2.48,326.39
 60-70,1.12,0,27.19,0,850.44,82.72,16.08,9996.06,535.76,213.54,173.63,1330.56,245.56,52.07,43.82,201.28,280.71,235.94,85.78,214.68,165.31,2723.88,67.96,106.56,532.37,15905.72,81.31,150.63,199.2,1.62,28.17,974.94,2.99,0,157.99,575.64,0,2561.85,18.9,51.37,189.46,18.33,315.21
 72-82,0,0,49.42,5.23,873.94,301.76,74.77,11095.72,400.2,121.86,201.88,1873.66,587.57,19.63,63.49,250.3,380.67,163.85,129.8,296.12,98.6,3378.71,90.45,128.52,529.1,14050.17,52.08,256.11,306.69,1.13,53.83,805.64,0,4.38,226.78,308.53,0,1724,74.75,92.31,409.97,86.57,320.34
 84-94,0.62,0,73.26,11.13,1254.1,356.57,180.78,9326.22,624.01,206.22,166.31,1594.78,1109.89,25.74,55.64,277.7,567.98,218.66,150.94,771.45,139.87,2930.58,109.93,192.6,479.2,9557.19,82.77,312.05,425.05,3.85,29.23,2228.9,0,0,476.9,604.23,0,1193.29,207.95,97.28,401.3,100.11,198.98
 96-106,2.68,0,52.63,21.72,1432.07,831.45,140.62,8824.81,904.86,210.3,177.3,1863.99,1464.59,3.7,87.75,411.79,626.26,148.69,228.99,1021.36,84.63,2713.36,153.22,130.94,497.48,8238.2,63.9,401.33,531.16,4.82,78.66,2515.16,9.64,0,450.26,705.69,0,623.74,232.98,89.51,485.97,147.74,246.26
108-118,0.56,0,47.65,33.68,1505.99,583.43,179.69,8425.85,728.61,299.23,143.32,1892.86,1665.97,0,56.24,346.72,601.21,173.27,193.86,1669.09,68.85,3011.06,148.01,131.99,553.03,13354.56,89.06,410.24,509.7,0,66.13,1990.35,5.43,0,434.8,576.01,0,509.67,234.74,86.54,419.55,125.52,204.12
120,4.75,0,74.13,7.31,1606.29,793.16,59.98,8611.62,446.12,246.37,169.86,3021.72,1109.1,0,84.09,619.99,412.6,135.79,150.59,1013.83,28.65,3177.54,83.5,244.77,740.02,22969.38,154.32,543.18,704.4,0,99.97,1543.38,12.26,7.83,317.86,187.3,0,652.18,150.6,110.02,573.06,238.21,77
