stage,axial,blastomeres,endocrine.pancreas,endoderm,epidermis,erythrocytes,exocrine.pancreas,eye,fast.muscle,fin.epithelia,fin.mesenchyme,glial,gut,hatching.gland,heart,immune,ionocyte,iridophores,lateral.line,liver,melanocytes,mesenchyme,mucous,mural.cell,muscle,neural,notochord,olfactory,otic,paraxial.mesoderm,pericytes,periderm,pgc,presomitic.mesoderm,pronephros,slow.muscle,somites,spinal.cord,taste,vascular.smooth.muscle,vasculature,visceral.smooth.muscle,xanthophores
  3-4,386.97,5441.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.61,0,0,0,0,0,0,0,0,0,0,0
  5-6,216.16,3667.98,0,0,0,0,0,0,0,0,0,0,0,43.75,0,0,0,0,0,0,0,0,0,0,0,77.46,11.17,0,0,9.15,0,77.36,0,0,0,0,0,0,0,0,0,0,0
  7-9,9.64,105.47,0,36.86,0,0,0,281.92,0,0,0,0,0,66.96,0,0,0,0,0,0,0,0,0,0,0,1458.77,101.21,0,0,271.11,0,0,82.26,0,0,0,0,0,0,0,0,0,0
 10-12,4.89,84.68,0,60.86,0,30.04,0,222.43,0,0,0,0,0,26.61,0,0,0,0,0,0,0,0,0,0,0,2301.23,132.19,0,0,755.62,0,0,29.35,0,112.4,0,0,0,0,0,0,0,0
 14-21,0,0,0,0.91,14.45,45.68,0,25.97,0,1.82,0,13.22,1.9,0,4.84,22.56,0,1.93,0,0,39.73,96.53,0,0,75.33,579.81,70.7,4.89,2.31,12.94,0,0,3.49,57.82,17.41,8.83,38.64,176.8,0,0,66.11,0,13.66
 24-34,0,0,0.71,0,8.21,13.98,0,61.07,0,0.92,23.28,21.03,1.8,0,19.97,74.64,0,19.94,1.93,0,119.44,291.32,0,0.89,141.55,952.07,52.4,6.62,2.81,0,0.99,8.03,0,2.69,5.13,6.27,20.8,251.39,0,0,509.38,0,76.45
 36-46,0,0,0,0,4.15,7.58,0,46.96,0,1.67,98.34,56.73,0,0,19.55,138.43,1.54,45.56,4.04,7.56,168.66,393.12,0.72,2.99,110.99,860.14,74.09,11.89,0.71,0,0,4.65,0,0,9.1,0,0,243.21,0,0,263.42,0,116.97
 48-58,0.58,0,0,0,5.82,0.89,0,121.42,0,19.54,165.17,56.9,3.21,0,21.43,115.58,3.65,56.48,2.42,0,109.27,548.13,0.41,8.44,78.05,883.74,46.51,5.58,2.08,0,2.24,5.76,0,3.76,1.99,0,0,170.59,0,2.19,204.62,0,74.53
 60-70,0,0,0.57,0,11.25,21.47,0,271.08,0,4.53,163.72,131.63,2.2,0,19.34,107.93,26.63,175.47,2.67,0,46.03,879.56,0,11.59,48.31,918.06,41.64,7.79,13.94,0,5.57,13.29,0,0,2.16,0,0,228.09,0,13.38,155.9,4.1,111.86
 72-82,0,0,5.09,0,14.02,17.02,0.76,451.12,3.39,6.45,293.57,142.31,9.43,0,33.61,124.7,10.61,111.7,6.92,5.89,20.68,1177.55,2.4,40.33,58.75,1030.07,26.25,12.8,5.99,0,8.91,1.92,0,0,3.91,0,0,162.57,8.24,19.94,360.38,17.2,85.05
 84-94,0,0,2.97,0,6.79,1.59,0,357.26,0,14,189.83,118.84,5.55,0,26.67,175.33,18.94,210.78,7.89,9.09,85.32,1029.93,5.64,55.82,51.69,740.93,43.98,10.74,10.28,0,6.67,9.86,0,0,10.45,0,0,125.68,22.33,34.09,369.4,33.96,53.34
 96-106,0,0,17.54,0,12.99,43.75,0,311.15,0.87,6.08,207.81,142.47,24.14,0,87.79,232.13,31.18,256.1,5.59,36.76,18.25,874.89,4.63,43.9,53.18,717.44,18.66,10.3,16.55,0,25.66,10.51,0,0,8.39,0,0,80.74,27.15,31.14,394.7,35.94,71.67
108-118,3.8,0,2.27,0.49,24.91,15.76,2.6,293.33,7.72,11.08,181.32,96.95,12.57,0,34.19,226.07,30.22,400.96,6.53,20.73,58.91,766.84,3.22,38.55,37.88,940.78,28.89,2.7,7.38,0,32.81,6.64,0.48,0,3.48,0.59,0,53.54,23.81,24.62,345.92,31.54,95.47
120,0,0,0,0,11.52,22.14,0,255.49,12.08,3.54,96.01,115.84,29.78,0,20.8,293.87,14.94,229.6,8.97,25.93,18.06,724.48,0,26.05,39.19,1105.88,58.05,33.39,26.59,0,24.14,6.54,0,0,2.46,0,0,29.26,12.94,41.58,350.54,26.64,70.32
