stage,axial,blastomeres,endocrine_pancreas,endoderm,epidermis,erythrocytes,eye,fast_muscle,fin_epithelia,fin_mesenchyme,glial,gut,hatching_gland,heart,immune,ionocyte,iridophores,lateral_line,liver,melanocytes,mesenchyme,mucous,mural_cell,muscle,neural,notochord,olfactory,otic,paraxial_mesoderm,pericytes,periderm,presomitic_mesoderm,pronephros,slow_muscle,somites,spinal_cord,taste,vascular_smooth_muscle,vasculature,visceral_smooth_muscle,xanthophores
  3-4,27.34,140.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.63,0,0,0,0,0,0,0,0,0,0
  5-6,6.59,249.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  7-9,7.32,5.64,0,27.78,0,0,42.21,0,0,0,0,0,15.54,0,0,0,0,0,0,0,0,0,0,0,148.49,4.71,0,0,27.08,0,0,0,0,0,0,0,0,0,0,0,0
 10-12,0,6.4,0,9.44,0,0,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.5,0,0,0,103.61,0,0,0,10.78,0,0,0,0,0,0,0,0
 14-21,0,0,1.38,4.16,18.76,1.84,7.36,0,0,0,0,0,0.95,0,0,0,0,0,0,0,5.22,0,0,7.2,104.92,0.96,0,0.9,0.9,0,8.26,14.17,0,0,11.12,23.86,0,0,0,0,0
 24-34,0,0,0,0.62,11.86,0,8.11,0,0,0,1.7,0.59,0,0.98,0.98,0,0,0,0.95,0,21.62,0,0,11.93,178.43,3.13,0,0,0,0,20.61,0,0,0,0.71,34.45,0,0,6.72,0,0.81
 36-46,0,0,0,0,6.67,0,8.96,0.58,2.55,2.65,5.87,0,0,2.44,0,4.54,0.56,0,0,0,24.54,0,0,9.38,151.38,0,2.55,0,0,0,20.49,0,0,0,0,38.69,0,0,7.6,0,0
 48-58,0,0,0.54,0,5.41,0,39.31,0.68,1.48,0.41,16,0.91,0,1.53,0,0,0.41,1.69,0,2.14,28.89,0,2.47,4.2,178.14,1.96,0,0.39,0,0,13.69,0,0.56,0,0,24.65,0,0,7.65,0,7.23
 60-70,0,0,0.7,0,3.57,2.83,79.19,1.07,0,0,12.89,0,0,0,10.62,0,0,0,0,0,29.44,0,1.71,3.38,264.41,5.55,2.25,0,0,2.69,14.46,0,0,0,0,32.08,0,0,0.85,0,0.96
 72-82,0,0,0.79,0,3.57,0,100.19,0,1.5,2.74,14.82,6.24,0,0,1.81,0,0,0.53,0,0,52.77,0,12.58,6.02,266.34,0,1.09,0,0,2.95,5.15,0,0,0,0,25.11,0.71,2.09,5.73,2.25,0
 84-94,0,0,1.04,0,3.58,0.64,73.26,0,3.12,0,11.97,0,0,0,0.64,4.13,2.55,0,0,1.91,26.36,0,5.69,1.83,111.37,0,0,5.77,0,0,9.01,0,1.62,0,0,23.26,0,0,5.9,3.07,4.96
 96-106,0,0,0,0,9.92,0,70.59,0,1.93,1.52,23.19,6.45,0,0,0.93,0.7,1.64,0,0,0,24.15,0,0,2.76,113.04,0,0,2.36,0,0,9.23,0,0.6,0,0,0,0,0,5.62,3.54,2.56
108-118,0,0,0,0,10.24,6.65,87.76,0.44,0.62,1.76,7.95,6.86,0,0,0,1.43,1.6,1.5,0,0.44,27.95,4.79,1.62,4.54,177.7,2.89,3.94,1.99,0,0,10.8,0,0,0.43,0,10.53,0,1.65,1.01,1.89,1.68
120,0,0,1.37,0,29.45,4.74,67.08,0,1.12,5.48,24.48,1.38,0,10.58,5.09,1.77,3.12,0,0,0,38.27,0,2.22,6,310.92,0,0,2,0,0,4.15,0,2.12,0,0,5.98,1.1,0,0,0,0
