stage,blastomeres,epidermis,eye,fin.mesenchyme,glial,hatching.gland,ionocyte,lateral.line,neural,periderm
  7-9,5.64,0,0,0,0,0,0,0,0,0
 10-12,0,0,4.97,0,0,4.32,0,0,29.31,0
 14-21,0,1.19,2.62,0,0,0,0,0,0,0
 24-34,0,0,0,1.71,0,0,0,0,0,0
 36-46,0,0,0,0,0,0,0,0,1.48,0
 48-58,0,0,0.54,0,0,0,0,0,2.78,0
 72-82,0,0,5.59,0,0,0,0,0,3.73,0
 84-94,0,0,0,0,0,0,0.79,0,0,0
 96-106,0,0,0,0,1.1,0,0,0,14.85,0.61
120,0,4.55,0,0,0,0,1.4,1.48,0,0
